Fault,X-center,Y-center,Z-center,length,strike,dip,lat-slip,dip-slip,sig-right,sig_reverse,normal,coul-right,coul-reverse,opt-rake,opt-coul,spec-rake,spec-coul,element-rake,el-rake-coul
#,(km),(km),(km),(km),(km),(deg),(m),(m),(bar),(bar),(bar),(bar),(bar),(deg),(bar),(deg),(bar),(deg),(bar)
    1 ,       27.813549 ,       -5.469250 ,        7.500000 ,       51.260422 ,      130.891928 ,          90.000 ,        2.000000 ,        0.000000 ,      -21.052849 ,        0.000000 ,       -0.000000 ,      -21.052849 ,       -0.000000 ,             NaN ,             NaN ,         135.000 ,      -14.886612 ,         135.000 ,      -14.886612 ,SAF example 
