141.750435	45.402992	0.015200	0.014300	0.001500
140.318753	38.758591	0.065300	-0.016700	-0.010900
136.851128	34.465387	0.003500	0.006300	-0.027100
130.299482	31.264591	0.036500	0.004300	-0.014400
143.224180	44.433686	-0.016200	0.012000	-0.009000
141.290333	42.971378	0.008000	-0.005900	0.013000
141.293692	40.291144	0.035700	-0.022400	0.015300
136.198365	34.060658	-0.006300	0.007300	-0.007600
140.366106	38.331024	0.076000	-0.024900	-0.008900
131.087534	31.258533	-0.036000	0.004100	-0.036800
136.920560	36.401879	0.011800	0.006600	0.010000
138.552716	36.507996	0.037000	0.006400	-0.009900
140.559792	39.326996	0.058300	-0.025900	-0.027100
140.883342	42.857888	-0.004400	0.012800	-0.011000
141.461953	40.048594	0.066300	-0.034400	-0.011900
144.675842	43.915690	-0.000300	0.024700	0.017400
127.768922	26.144813	-0.031200	-0.003300	0.013900
135.500975	34.837999	0.012700	-0.016400	0.067000
136.863182	35.866941	0.009000	-0.001200	0.049500
136.085901	33.875136	-0.015300	-0.007700	0.010200
134.767302	34.984685	-0.005700	0.011400	0.034200
136.919271	37.850495	0.001400	-0.004500	0.031000
139.330390	36.421628	0.082500	-0.009300	-0.000200
139.907727	39.206059	0.037000	-0.030600	-0.000100
140.603519	42.802717	-0.008600	0.014500	0.040000
135.599204	33.505618	-0.008700	-0.004900	0.023600
131.562789	34.283736	-0.005300	0.002700	0.012500
133.805026	33.654153	0.003700	-0.004200	0.032200
141.225073	39.980568	0.082200	-0.031000	-0.012400
144.449009	43.507860	0.002200	0.014800	-0.003500
136.975303	35.757783	0.000100	0.008400	0.001300
135.325997	34.976789	-0.003800	0.006000	0.004600
136.010900	33.741273	0.001100	-0.013300	0.047100
142.169736	45.335826	0.006600	0.013600	0.003500
135.851409	34.392300	0.002200	0.013900	-0.029300
140.908112	37.800667	0.077400	-0.018800	0.049400
137.270051	37.446027	0.013400	-0.000100	0.057600
139.075687	35.986891	0.051400	0.017100	-0.008300
140.161993	39.164207	0.064000	-0.045100	0.027100
123.792036	24.426271	0.003200	-0.011900	-0.010000
131.564166	33.671193	0.043900	0.020000	0.020700
144.719147	42.982571	-0.013000	0.009400	0.011300
140.233204	42.786434	0.001300	-0.003900	0.018800
134.046671	35.456755	-0.013300	-0.004600	0.014000
134.106906	33.603787	-0.010700	0.019700	0.035800
131.953288	34.259081	-0.004700	-0.000900	0.024500
137.424774	35.657189	0.000700	0.019000	0.038600
142.482479	43.589658	-0.017500	0.022400	0.005200
136.197946	35.557331	-0.000800	-0.003400	0.026800
135.176418	34.944792	-0.010600	0.012700	0.031200
141.038213	45.275968	-0.010300	-0.005600	-0.000900
135.221493	34.157685	-0.008600	0.004800	-0.013900
139.791517	37.643695	0.056100	-0.020100	-0.007000
138.369887	38.023687	0.048000	-0.003700	0.002400
138.159038	34.634540	0.003700	-0.003100	0.032700
139.795989	35.895970	0.127700	0.000800	-0.012800
136.388944	36.394456	-0.001000	0.033500	0.015300
141.167097	45.137711	-0.010600	0.026100	-0.006900
139.358586	34.737613	-0.007700	0.026400	0.050900
140.629605	39.051895	0.059400	-0.038300	-0.021000
141.164872	39.851239	0.069900	-0.042800	0.011600
131.168933	33.496234	-0.022200	-0.019100	-0.010200
143.315695	42.125587	0.002400	0.001500	0.027900
133.439072	35.345536	-0.009900	0.000600	0.021300
