20060602 2250 48.06 36 42.86 121 21.33   2.95   2.01 43  48  1.0 0.08  0.2  0.3  D 145 65 -20  0.09  47  0.15 0.62 0.02  10 25 30    21520417
20060604 1223 28.57 36 48.65 121 31.32   4.24   2.45 54  52  2.0 0.08  0.2  0.3  D 130 70  30  0.19  63  0.24 0.68 0.06  13 23 25    21520649
20060606 0026 29.01 37 53.96 121 44.93  18.41   2.00 32 200 11.0 0.07  0.3  0.3  D 120 85-150  0.18  25  0.31 0.56 0.08  80 38 35    21520861
20060606 1149 45.01 37 54.00 121 45.12  17.83   2.16 49 185 11.0 0.06  0.3  0.2  D 100 60-140  0.07  44  0.22 0.52 0.00  13 33 25    21520916
20060607 0229 41.62 37 19.20 121 41.41   7.08   2.09 64  41  5.0 0.06  0.1  0.3  D 160 80  50  0.05  62  0.11 0.62 0.08   8 10 30    21521011
20060607 1840 20.55 36 33.14 121  6.53   9.10   2.93 56  43  6.0 0.05  0.1  0.2  D 245 60 130  0.18  75  0.23 0.53 0.19  18 13 30    21521172
20060608 0508 39.85 36 49.08 121 32.31   5.74   2.22 56  39  4.0 0.08  0.2  0.3  D 200 40 140  0.16  58  0.20 0.67 0.19  18 23 35    21521261
20060609 2109 59.73 36 35.92 121  5.25  10.46   2.13 49  40  5.0 0.13  0.2  0.3  D 250 70 120  0.12  59  0.18 0.56 0.05  15 13 15    21521469
20060610 0000 23.24 36 38.65 121 15.69   6.96   2.04 41  62  3.0 0.04  0.1  0.3  D 230 40-170  0.10  55  0.16 0.62 0.00  13 38 25    21521513
20060610 0721 42.34 36 58.46 121 36.82   4.41   2.44 81  32  3.0 0.13  0.1  0.3  D 215 80 130  0.13  85  0.17 0.57 0.07  15 15 40    21521539
20060611 2344 36.36 37 22.13 121 34.64   6.82   2.85105  44  4.0 0.12  0.1  0.3  D 195 45  20  0.16 115  0.19 0.62 0.13   8 30 15    21521814
20060613 1332 18.25 36 45.83 121 27.83   6.68   2.97 68  34  1.0 0.11  0.2  0.3  D 135 80  30  0.19  89  0.23 0.65 0.08  10 28 45    21522054
20060613 1332 18.25 36 45.83 121 27.83   6.68   2.97 68  34  1.0 0.11  0.2  0.3  D 210 75 130  0.19  89  0.24 0.60 0.08  18 23 30 *  21522054
20060614 1543 47.46 36 46.72 121 29.76   7.20   2.02 46  35  4.0 0.07  0.2  0.3  D 215 30 160  0.10  44  0.15 0.60 0.14  10 20 30    21522286
20060615 1224 51.11 37  6.09 121 29.52   3.27   4.67 94  65  3.0 0.07  0.1  0.2  L 270 85 160  0.18 192  0.21 0.58 0.27   5 18 10    21522424
20060615 1442 21.53 37  6.19 121 29.42   2.72   2.14 59  69  3.0 0.07  0.2  0.3  D 285 85 170  0.12  58  0.16 0.69 0.17   8 30 25    21522454
20060617 2113 35.37 36 48.56 121 32.23   7.27   2.45 70  34  4.0 0.10  0.2  0.2  D 215 45 160  0.22  66  0.27 0.64 0.08  13 33 45    21522900
20060618 1541 17.14 36 48.47 121 32.04   7.08   3.04 60  35  3.0 0.07  0.2  0.3  D 215 70 130  0.23  92  0.27 0.56 0.15  15 20 45    21522994
20060618 1559 59.78 36 48.36 121 31.77   6.84   2.35 61  34  3.0 0.09  0.2  0.3  D 210 35 160  0.14  64  0.18 0.64 0.06   8 25 20    21522995
20060618 1559 59.78 36 48.36 121 31.77   6.84   2.35 61  34  3.0 0.09  0.2  0.3  D 130 50  20  0.17  64  0.21 0.64 0.06   8 20 15 *  21522995
20060619 1537 43.97 36 48.56 121 32.02   6.78   2.11 52  34  3.0 0.08  0.2  0.3  D 210 50 160  0.16  48  0.21 0.63 0.10  15 35 35    21523119
20060619 1750 52.20 37 16.69 121 39.34   6.72   2.11 65  46  3.0 0.04  0.1  0.3  D 235 60 180  0.13  66  0.21 0.64 0.05  10 45 40    21523131
20060621 0122 37.54 37  6.29 121 29.47   2.81   2.82 83  65  3.0 0.05  0.1  0.2  D 290 85 140  0.10  95  0.14 0.71 0.04  18 25 20    21523342
20060621 0316 19.72 36 29.82 121  4.37   3.53   2.09 29  68  1.0 0.04  0.2  0.3  D  50 80-160  0.06  31  0.13 0.68 0.00  13 33 35    21523353
20060621 0316 19.72 36 29.82 121  4.37   3.53   2.09 29  68  1.0 0.04  0.2  0.3  D  60 70-120  0.10  31  0.18 0.51 0.00  23 13 10C*  21523353
20060621 0513 53.23 36 37.78 121 14.80  10.70   3.09 69  39  6.0 0.07  0.1  0.2  L 100 45 -40  0.12 112  0.16 0.49 0.11   8 15 15    21523375
20060623 0624 38.65 36 33.95 121  9.37   3.92   2.18 42  43  3.0 0.04  0.1  0.3  D 130 85  20  0.06  41  0.15 0.66 0.00  13 45 60    21523685
20060623 0656 24.66 37  6.32 121 29.43   3.23   2.88 89  65  3.0 0.06  0.1  0.2  D 285 85 150  0.11 102  0.15 0.66 0.06   8 23 25    21523691
20060623 1400 11.15 36 35.17 121 11.16   6.92   2.23 43  50  1.0 0.04  0.1  0.3  D 235 40-170  0.08  47  0.14 0.65 0.09  10 43 30    21523733
20060624 0444 44.98 36 27.83 121  2.45   6.73   2.60 57  58  5.0 0.07  0.2  0.3  D 135 35   0  0.12  73  0.17 0.50 0.03   8 45 15    21523870
20060625 2320 57.43 36 48.24 121 31.61   6.85   2.29 62  35  3.0 0.09  0.2  0.2  D 210 55 170  0.15  61  0.21 0.69 0.10  15 40 45    21524163
20060701 1011 48.93 36 32.08 121  6.99   3.12   2.49 51  44  5.0 0.05  0.1  0.3  D 230 85-180  0.08  80  0.17 0.61 0.03  13 35 40    21525344
20060702 0143 26.65 36 28.50 121  2.76   2.28   2.61 50  57  5.0 0.08  0.1  0.3  D 145 55   0  0.09  71  0.18 0.61 0.01  20 33 35    21525454
20060702 1038 58.37 36 19.10 121 30.22  16.63   2.05 33  93  6.0 0.16  0.4  0.9  D 235 60  90  0.04  36  0.11 0.68 0.00  40 30 35    21525504
20060702 1438 15.17 36 44.96 121 26.79   7.35   2.77 68  34  2.0 0.12  0.1  0.3  D 210 60 170  0.21  89  0.25 0.63 0.15  10 25 35    21525524
