-116.611  34.626 1992  6 28 3.2   1.45 21 54
-116.453  34.300 1992  6 28 3.8   1.24 21 55
-116.864  34.137 1992  6 28 3.5   9.72 21 55
-116.769  34.203 1992  6 28 3.5   0.19 21 56
-116.787  34.241 1992  6 28 3.6   4.33 22  3
-116.401  34.065 1992  6 28 2.5   1.64 22  4
-116.673  34.626 1992  6 28 3.5   0.00 22  7
-116.761  34.211 1992  6 28 2.3   7.24 22  9
-116.352  34.063 1992  6 28 4.0   6.80 22 13
-116.362  34.066 1992  6 28 3.0   6.56 22 15
-117.051  34.066 1992  6 28 2.7  11.34 22 15
-116.348  34.039 1992  6 28 2.6   0.32 22 15
-116.829  34.156 1992  6 28 3.3   8.49 22 17
-116.403  34.125 1992  6 28 3.6   6.00 22 17
-116.832  34.171 1992  6 28 2.8   1.65 22 20
-116.808  34.173 1992  6 28 3.7   2.79 22 21
-116.489  34.488 1992  6 28 3.2  11.53 22 23
-117.640  35.783 1992  6 28 2.1   3.83 22 26
-116.997  34.095 1992  6 28 2.5   0.91 22 28
-117.641  35.785 1992  6 28 2.7   4.10 22 35
-116.558  34.555 1992  6 28 3.1   5.38 22 39
-116.395  34.089 1992  6 28 3.5   9.09 22 41
-117.877  36.187 1992  6 28 3.0   5.49 22 42
-116.431  34.090 1992  6 28 2.6   2.55 22 43
-116.460  34.157 1992  6 28 4.2  11.34 22 48
-116.872  34.224 1992  6 28 3.2   3.21 22 50
-116.379  34.106 1992  6 28 3.0   7.56 22 51
-116.727  34.114 1992  6 28 3.5   2.41 22 56
-116.513  34.442 1992  6 28 3.6  13.47 22 58
-117.643  35.784 1992  6 28 2.2   3.83 23  1
-116.658  34.313 1992  6 28 3.4   0.00 23  2
-117.549  35.670 1992  6 28 2.0   0.38 23 10
-116.782  34.211 1992  6 28 3.3   0.86 23 13
-117.640  35.783 1992  6 28 3.1   3.94 23 13
-116.691  34.275 1992  6 28 3.3   6.09 23 16
-116.389  34.133 1992  6 28 3.5   6.31 23 23
-116.428  34.202 1992  6 28 3.4   0.00 23 24
-116.854  34.224 1992  6 28 3.0   3.81 23 29
-116.343  34.035 1992  6 28 2.9   0.88 23 30
-116.408  34.175 1992  6 28 3.6   0.29 23 33
-116.404  34.172 1992  6 28 3.2   8.65 23 33
-116.791  34.167 1992  6 28 2.3   3.30 23 35
-116.618  34.600 1992  6 28 3.0   5.73 23 41
-116.642  34.628 1992  6 28 3.1   1.33 23 43
-116.840  34.133 1992  6 28 2.9   1.34 23 46
-116.703  34.266 1992  6 28 3.1  11.80 23 48
-116.394  34.166 1992  6 28 3.2   0.85 23 50
-116.527  34.510 1992  6 28 3.2   1.69 23 52
-116.606  34.627 1992  6 28 3.0   3.07 23 56
-116.778  34.250 1992  6 28 2.8   6.00 23 56
-116.756  34.235 1992  6 28 2.9   9.94 23 57


