> Shore Bin # 1897    Level 1
-80.622111   24.999167
-80.627111   24.999111
-80.626667   24.999556
-80.622111   24.999167
> Shore Bin # 1897    Level 1
-97.577889   24.997472
-97.577944   24.999139
-97.573722   24.999167
-97.577889   24.997472
> Shore Bin # 1897    Level 1
-80.606278   24.999167
-80.609167   24.994583
-80.61125   24.996667
-80.61125   24.999194
-80.606278   24.999167
> Shore Bin # 1897    Level 1
-80.726722   24.994556
-80.727556   24.994556
-80.73125   24.994167
-80.728778   24.998306
-80.7295086657567   25
-80.725261372236   25
-80.726722   24.994556
> Shore Bin # 1897    Level 1
-97.540472   24.996639
-97.543778   24.994167
-97.54375   24.994972
-97.541694   24.999583
-97.540472   24.996639
> Shore Bin # 1897    Level 1
-80.654611   24.994139
-80.657167   24.994139
-80.657111   24.995806
-80.654611   24.994139
> Shore Bin # 1897    Level 1
-97.652139   24.994139
-97.655861   24.995389
-97.657917   24.992472
-97.657083   24.980778
-97.66125   24.981667
-97.661278   24.984944
-97.659556   24.996639
-97.651667   24.998722
-97.652139   24.994139
> Shore Bin # 1897    Level 1
-80.506222   24.994111
-80.506306   24.994972
-80.497917   24.996667
-80.506222   24.994111
> Shore Bin # 1897    Level 1
-97.597944   24.994167
-97.600833   24.989556
-97.602944   24.991639
-97.602917   24.9925
-97.600889   24.995389
-97.597944   24.994167
> Shore Bin # 1897    Level 1
-97.687528   24.999583
-97.686722   24.999556
-97.682889   24.991667
-97.690861   24.98875
-97.68875   24.996667
-97.6900491069055   25
-97.6876690646327   25
-97.687528   24.999583
> Shore Bin # 1897    Level 1
-80.657056   24.992472
-80.657528   24.987889
-80.665444   24.988306
-80.665444   24.9925
-80.661639   24.995417
-80.657056   24.992472
> Shore Bin # 1897    Level 1
-80.827083   24.990806
-80.828361   24.987083
-80.832111   24.9925
-80.832111   24.995
-80.827083   24.990806
> Shore Bin # 1897    Level 1
-97.675028   24.992917
-97.672944   24.986667
-97.682083   24.992472
-97.682056   24.993333
-97.675028   24.992917
> Shore Bin # 1897    Level 1
-80.667083   24.986639
-80.67125   24.986667
-80.671222   24.989167
-80.668333   24.990389
-80.667083   24.986639
> Shore Bin # 1897    Level 1
-97.607917   24.991611
-97.609194   24.983722
-97.612889   24.99
-97.612972   24.995
-97.61   24.995417
-97.607917   24.991611
> Shore Bin # 1897    Level 1
-97.639556   24.984972
-97.645   24.982917
-97.651333   24.991667
-97.651278   24.994139
-97.639556   24.984972
> Shore Bin # 1897    Level 1
-97.710444   24.980861
-97.715417   24.981639
-97.715444   24.984167
-97.711667   24.984528
-97.710444   24.980861
> Shore Bin # 1897    Level 1
-80.647917   24.982472
-80.653778   24.980833
-80.65375   24.981639
-80.652139   24.986611
-80.647528   24.987917
-80.647917   24.982472
> Shore Bin # 1897    Level 1
-97.668806   24.980833
-97.671278   24.98
-97.671222   24.982444
-97.668806   24.980833
> Shore Bin # 1897    Level 1
-97.559611   24.978306
-97.562944   24.979167
-97.562944   24.980028
-97.559611   24.978306
> Shore Bin # 1897    Level 1
-97.548361   24.977861
-97.552111   24.980833
-97.551667   24.981222
-97.548361   24.977861
> Shore Bin # 1897    Level 1
-97.552972   24.976639
-97.558778   24.974972
-97.558778   24.975833
-97.557556   24.977889
-97.552972   24.976639
> Shore Bin # 1897    Level 1
-97.633806   24.974139
-97.639194   24.978722
-97.648778   24.969972
-97.648778   24.971639
-97.64375   24.980833
-97.638389   24.983694
-97.633806   24.974139
> Shore Bin # 1897    Level 1
-97.557944   24.970861
-97.557917   24.972444
-97.555472   24.9725
-97.557944   24.970861
> Shore Bin # 1897    Level 1
-97.532917   24.9975
-97.535444   24.985833
-97.544194   24.969556
-97.547083   24.986639
-97.542056   24.989167
-97.53875   24.998306
-97.538806   25
-97.5335682232222   25
-97.532917   24.9975
> Shore Bin # 1897    Level 1
-97.609583   24.971694
-97.612528   24.967917
-97.61375   24.97
-97.61375   24.975861
-97.609583   24.971694
> Shore Bin # 1897    Level 1
-97.557056   24.965861
-97.557111   24.968306
-97.554583   24.968306
-97.557056   24.965861
> Shore Bin # 1897    Level 1
-80.74125   24.965806
-80.744583   24.966667
-80.744583   24.968333
-80.74125   24.965806
> Shore Bin # 1897    Level 1
-97.566278   24.969944
-97.566694   24.964556
-97.57125   24.969139
-97.569139   24.97125
-97.566278   24.969944
> Shore Bin # 1897    Level 1
-80.742944   24.963333
-80.7455   24.963333
-80.7455   24.964944
-80.742944   24.963333
> Shore Bin # 1897    Level 1
-97.584639   24.964972
-97.589167   24.962889
-97.591306   24.964972
-97.591222   24.969972
-97.586667   24.973694
-97.584639   24.964972
> Shore Bin # 1897    Level 1
-80.532917   24.991611
-80.538778   24.988306
-80.566667   24.954556
-80.584167   24.94875
-80.589167   24.956222
