> Shore Bin # 874, Level 1
50.1469443809	30
50.1495384146	29.9324788281
50.2566567483	29.836270695
50.3683527886	29.6912336919
50.4879072251	29.6025024796
50.5078965438	29.5607690547
50.5983062486	29.4670786603
50.5750362402	29.5229266804
50.6536964981	29.4591439689
50.6370641642	29.4524299992
50.6736858167	29.3466086824
50.6641489281	29.3562218662
50.6653696498	29.2932784009
50.6899366751	29.3179217212
50.7029068437	29.3133440146
50.6845197223	29.2991531243
50.6874952316	29.2896162356
50.7020675975	29.2966353857
50.696192874	29.276646067
50.6762798505	29.2707713436
50.6912336919	29.2458228428
50.6649881743	29.2487220569
50.6520180056	29.2149996185
50.6629282063	29.2133211261
50.6629282063	29.1725032425
50.6504158083	29.1741054398
50.662012665	29.1608300908
50.6470588235	29.1667048142
50.6678873884	29.123369192
50.6958113985	29.108720531
50.6949721523	29.1237506676
50.8216983291	29.1361867704
50.8520637827	29.1232928969
50.8490882734	29.1037613489
50.8832684825	29.1037613489
50.8995193408	29.0708018616
50.9228656443	29.068284123
50.9221026932	29.0099946593
50.9370565347	28.991607538
50.9204242008	28.9791714351
50.9195849546	28.9482719158
50.8912031739	28.949111162
50.9145494774	28.9308003357
50.8825055314	28.933775845
50.8737315938	28.9633020523
50.8316929885	28.9962615396
50.8095674067	28.923323415
50.8875410086	28.8237582971
50.9774929427	28.8162813764
50.9328603037	28.842526894
50.9616235599	28.8678568704
51	28.8520637827
51.0295262074	28.8116273747
51.0303654536	28.7733272297
51.0637064164	28.7274738689
51.0978866255	28.4908064393
51.1762417029	28.3508049134
51.2878614481	28.2300297551
51.2670328832	28.157473106
51.2761882963	28.0924696727
51.2916762036	28.0753795682
51.2858014801	28.0995651179
51.2970931563	28.072480354
51.3083848325	28.0720988785
51.2962539101	28.0699626154
51.3087663081	28.0191500725
51.3508049134	27.993743801
51.3579003586	28.0016784924
51.3224994278	28.0137331197
51.3404287785	28.0208285649
51.3137254902	28.0350194553
51.3054093233	28.1174944686
51.3228809033	28.1108567941
51.3186846723	28.0882734417
51.3341725795	28.0895704585
51.3286793317	28.0749980926
51.3579003586	28.0508125429
51.4016937514	27.9220263981
51.4291599908	27.9211871519
