# Data from the intermediate resolution GMT shoreline, borders, and rivers database
> Shore Bin # 1026, Level 1
93.4067	20
93.42	19.9704
93.45	19.9487
93.4696	19.9792
93.4579	19.9458
93.4675	19.9345
93.5029	19.9367
93.4987	19.9833
93.5283	19.9971
93.5038	19.9758
93.5088	19.9633
93.5521	19.9609
93.5104	19.95
93.5175	19.9221
93.565	19.9521
93.5371	19.925
93.5725	19.9204
93.5396	19.9075
93.5475	19.8888
93.625	19.9179
93.705	19.912
93.7142	19.9579
93.7121	19.9333
93.7317	19.9396
93.7254	19.93
93.7555	19.915
93.7128	19.9092
93.7358	19.8846
93.69	19.8979
93.6537	19.8791
93.6629	19.8566
93.6413	19.8624
93.6454	19.8334
93.5895	19.7791
93.6146	19.765
93.5971	19.7625
93.5954	19.7091
93.613	19.71
93.6312	19.76
93.685	19.8121
93.6387	19.7558
93.635	19.7146
93.6971	19.715
93.7079	19.7549
93.6975	19.7937
93.7141	19.7571
93.7774	19.7612
93.7842	19.802
93.7887	19.7617
93.7166	19.7446
93.7079	19.7233
93.7288	19.7082
93.7108	19.7121
93.7063	19.6975
93.7258	19.6687
93.7517	19.682
93.7425	19.6696
93.8158	19.7096
93.8037	19.6916
93.8313	19.6716
93.7942	19.6854
93.7862	19.675
93.8212	19.6391
93.7733	19.6638
93.7208	19.6345
93.7196	19.6191
93.7625	19.5945
93.81	19.6012
93.7738	19.5908
93.7862	19.5708
93.9042	19.4871
93.9338	19.4966
93.9458	19.5404
93.9379	19.4908
93.903	19.4675
93.9583	19.4454
93.9991	19.4679
93.9912	19.4549
94.0129	19.4308
93.9924	19.4512
93.977	19.4191
94.0229	19.3716
93.9783	19.387
93.9437	19.3125
93.9767	19.3054
93.99	19.3304
93.9783	19.3012
93.9384	19.3046
93.8875	19.2462
93.8859	19.2604
93.8708	19.2428
93.8566	19.2504
93.8158	19.2262
93.7625	19.2379
93.7205	19.2958
93.69	19.3021
93.6704	19.2966
93.6525	19.2529
93.6645	19.3158
93.6229	19.3425
93.6371	19.3384
93.6379	19.3616
93.6008	19.4162
93.545	19.4046
93.5679	19.4182
93.5458	19.437
93.5142	19.4337
93.4771	19.3999
93.4696	19.3667
93.5646	19.2333
93.5987	19.1508
93.6371	19.1424
93.6625	19.0729
93.6887	19.0883
93.6621	19.0624
93.6679	19.0166
93.6834	19.0037
93.6775	19.0137
93.6995	19.0083
93.6942	19.0246
93.7092	19.0171
93.7358	18.9746
93.7446	18.9825
93.7383	18.9712
93.7717	18.9738
93.8692	18.8962
93.8975	18.8904
93.9367	18.8437
93.9479	18.8625
93.9396	18.8991
93.9629	18.9017
93.9487	18.9191
93.9738	18.9316
93.9879	18.9658
93.9721	19.0016
93.9521	19.0075
93.9645	19.0092
93.9538	19.06
93.9362	19.0558
93.9554	19.0674
93.9554	19.09
93.9242	19.0979
93.9125	19.0871
93.902	19.0991
93.9679	19.1209
93.9575	19.1321
93.9463	19.125
93.9546	19.1333
93.92	19.1854
93.8979	19.1675
93.9204	19.1883
93.9046	19.2
93.9308	19.1987
93.9333	19.2221
93.9342	19.2054
93.9504	19.2067
93.9362	19.1933
93.9687	19.1908
93.9322	19.1825
93.9429	19.1534
93.9733	19.1363
93.9959	19.1454
94.0079	19.1608
93.9863	19.2474
94.0272	19.2759
94.0154	19.2925
94.07	19.3821
94.0862	19.3642
94.068	19.3625
94.0388	19.31
94.0404	19.2858
94.0529	19.2924
94.0421	19.2567
94.0525	19.2362
94.0745	19.2333
94.0488	19.2291
94.0288	19.1333
94.0449	19.1179
94.0625	19.143
94.06	19.1238
94.0958	19.1546
94.1029	19.1458
94.0324	19.1063
94.0246	19.0792
94.055	19.0737
94.0958	19.1021
94.0904	19.0842
94.1163	19.0808
94.0792	19.0754
94.0479	19.0458
94.0671	19.0442
94.0354	18.9991
94.0383	18.987
94.0504	18.9933
94.0404	18.9733
94.0504	18.9799
94.043	18.9533
94.0562	18.9366
94.0413	18.9325
94.0287	18.8967
94.0575	18.8921
94.0671	18.8734
94.0541	18.8904
94.0387	18.8825
94.0304	18.8592
94.0454	18.8458
94.0774	18.8621
94.0862	18.8492
94.073	18.8592
94.0654	18.8408
94.0855	18.835
94.0679	18.835
94.1209	18.8062
94.1363	18.825
94.1199	18.8087
94.1071	18.8208
94.1217	18.8112
94.1305	18.825
94.1063	18.8241
94.1337	18.8292
94.1421	18.8775
94.165	18.893
94.147	18.88
94.1446	18.8308
94.1679	18.8334
94.1388	18.8167
94.1817	18.7771
94.1917	18.8004
94.2113	18.8009
94.1879	18.7875
94.1992	18.7495
94.2204	18.7816
94.2021	18.7433
94.2116	18.7304
94.2416	18.7354
94.2467	18.7546
94.2467	18.7346
94.2721	18.7358
94.2734	18.7263
94.2618	18.734
94.2142	18.7153
94.1891	18.7346
94.1692	18.7135
94.1541	18.7395
94.1395	18.7391
94.24	18.6429
94.2363	18.6367
94.2483	18.6062
94.2679	18.6183
94.2421	18.6008
94.2496	18.545
94.2683	18.5604
94.2904	18.5492
94.2667	18.5537
94.258	18.5425
94.2712	18.5333
94.2592	18.5387
94.2454	18.5233
94.2963	18.4516
94.3204	18.4383
94.3354	18.3667
94.3799	18.3704
94.3987	18.3483
94.4054	18.3133
94.3846	18.3017
94.3841	18.2812
94.3475	18.3137
94.3417	18.2929
94.3246	18.3083
94.3229	18.2474
94.4058	18.2504
94.4296	18.2067
94.4129	18.1991
94.44	18.172
94.4341	18.1821
94.4529	18.1825
94.4446	18.1617
94.4612	18.1358
94.4487	18.1334
94.4804	18.0758
94.4887	18.0317
