> Shore Bin # 6427, Level 1
-105.500755322	20
-105.496971084	19.9933470665
-105.476493477	19.965178912
-105.44960708	19.9337453269
-105.410818647	19.879453727
-105.344228275	19.8037689784
-105.329243915	19.776333257
-105.32979324	19.7651941711
-105.303791867	19.7418478676
-105.294392309	19.7279011215
-105.294422827	19.7206073091
-105.278950179	19.7111772335
-105.263233387	19.6932631418
-105.260914015	19.6853589685
-105.266041047	19.6806286717
-105.244892042	19.6679942016
-105.202746624	19.6321965362
-105.200091554	19.6277714199
-105.202838178	19.6188601511
-105.197589075	19.6212710765
-105.183123522	19.6205996796
-105.163469902	19.6124208438
-105.160296025	19.6071717403
-105.164202335	19.6042725261
-105.152941176	19.6025635157
-105.151781491	19.5933775845
-105.155413138	19.592309453
-105.154192416	19.5877622644
-105.145952544	19.583978027
-105.142626078	19.5758907454
-105.14134432	19.5785152972
-105.134203098	19.5784847791
-105.130937667	19.587487602
-105.116014343	19.5865415427
-105.109147784	19.5831540398
-105.09687953	19.5648737316
-105.089097429	19.5608453498
-105.090104524	19.5550774395
-105.083360037	19.5345998322
-105.085709926	19.5280689708
-105.081620508	19.5215381094
-105.085008011	19.5156176089
-105.080888075	19.5155565728
-105.084214542	19.5133287556
-105.081071183	19.5092088197
-105.083360037	19.507347219
-105.07457084	19.4997787442
-105.070481422	19.5025253681
-105.066971847	19.5008773938
-105.068284123	19.4981002518
-105.0633402	19.4962691691
-105.066483558	19.4912336919
-105.065140764	19.4857709621
-105.061875334	19.4847028305
-105.063431754	19.4817120623
-105.0592813	19.4770428016
-105.060959792	19.4731059739
-105.064774548	19.4749980926
-105.074998093	19.4730754559
-105.066880293	19.4678263523
-105.069840543	19.4670939193
-105.068528267	19.4648966201
-105.056717784	19.4608987564
-105.052292668	19.455771725
-105.044388495	19.455039292
-105.046768902	19.4514686809
-105.038193332	19.443228809
-105.033463035	19.4442969406
-105.032272831	19.4388647288
-105.026626993	19.4366674296
-105.03166247	19.4298924239
-105.021560998	19.4216525521
-105.019089036	19.4153963531
-105.022903792	19.3980621042
-105.025497826	19.3957427329
-105.030594339	19.4002899214
-105.03276112	19.3980621042
-105.033524071	19.3886930648
-105.030746929	19.3855802243
-105.006759747	19.3712062257
-104.984481575	19.3481040665
-104.973342489	19.3427634089
-104.955275807	19.3222858015
-104.942519265	19.3155107958
-104.93775845	19.3089799344
-104.925673304	19.3062638285
-104.910200656	19.2970168612
-104.905409323	19.3037308309
-104.900190738	19.3029068437
-104.896650645	19.3055619135
-104.895979248	19.3021133745
-104.906660563	19.2999465934
-104.908369574	19.2970778973
-104.880933852	19.286396582
-104.875867857	19.2770885786
-104.872602426	19.278065156
-104.873395895	19.2855725948
-104.863233387	19.2905470359
-104.847089342	19.2886243992
-104.842145418	19.2932021057
-104.838330663	19.290608072
-104.836682689	19.2965896086
-104.844159609	19.3032120241
-104.840802625	19.3013809415
-104.829663539	19.3081559472
-104.811718929	19.3047379263
-104.798870832	19.298939498
-104.793347066	19.2930800336
-104.790112154	19.2827038987
-104.795910582	19.278065156
-104.802471962	19.2623178454
-104.810040436	19.2604562448
-104.811749447	19.2347600519
-104.809094377	19.2321049821
-104.804180972	19.2356450752
-104.796948196	19.2305180438
-104.789318685	19.2382085908
-104.780071717	19.2379034104
-104.775829709	19.2406805524
-104.76926833	19.2299076829
-104.761974517	19.2316472114
-104.758220798	19.2287785153
-104.751567864	19.2374761578
-104.744853895	19.2357061112
-104.740703441	19.2399481193
-104.733501183	19.2399176013
-104.730724041	19.2315861753
-104.736736095	19.2292057679
-104.737651637	19.2254825666
-104.729106584	19.2180056458
-104.724162661	19.2206301976
-104.712687877	19.214648661
-104.714244297	19.2199588006
-104.701609827	19.2205691615
-104.6914168	19.2129396506
-104.685069047	19.1990539406
-104.681681544	19.20140383
-104.680277714	19.1965514611
-104.672617685	19.1982299535
-104.675394827	19.1962767987
-104.673228046	19.1947203784
-104.663431754	19.1973754482
-104.657633326	19.1941710536
-104.656015869	19.1841306172
-104.664042115	19.1838559548
-104.675791562	19.1873044938
-104.69001297	19.1999084459
-104.692607004	19.1981994354
-104.693125811	19.1897459373
-104.699290455	19.1884336614
-104.702677958	19.1838559548
-104.695292592	19.1740291447
-104.689188983	19.1772945754
-104.679118029	19.1755550469
-104.603036545	19.1496452277
-104.570717937	19.1464103151
-104.48783093	19.124071107
-104.474799725	19.1171435111
-104.467536431	19.1096971084
-104.463874266	19.111528191
-104.45163653	19.1083237964
-104.451575494	19.0946211948
-104.441718166	19.0839093614
-104.437476158	19.0882124056
-104.440070192	19.0980697337
-104.429205768	19.0921492332
-104.41840238	19.1057907988
-104.408392462	19.1030136568
-104.396856641	19.0847638666
-104.3959411	19.0908369574
-104.389990082	19.0976424811
-104.397680629	19.1082322423
-104.393652247	19.1154955367
-104.383215076	19.1190356298
-104.357244221	19.1162584878
-104.352544442	19.1103685054
-104.355931945	19.1053330282
-104.352361334	19.1017013809
-104.358464942	19.0971541924
-104.356267643	19.0917219806
-104.350621805	19.0915388724
-104.349065385	19.0971236744
-104.345372702	19.0986495766
-104.345738918	19.103166247
-104.335423819	19.1023422599
-104.323979553	19.0964522774
-104.31091783	19.0840619516
-104.305394064	19.0630350195
-104.299137865	19.0671854734
-104.303257801	19.0832074464
-104.300144961	19.0789654383
-104.296391241	19.0795147631
-104.296513313	19.0735027085
-104.292484932	19.0706034943
-104.294102388	19.060593576
-104.298527504	19.0587014572
-104.302311742	19.0622720684
-104.313450828	19.0556191348
-104.318547341	19.0590981918
-104.317357137	19.0631876097
