19920220630582  3             IJK  42.652 -125.566  1.012  0.149 75.006  197.92
19920220650566  3             IJK  41.835 -126.238  0.747  0.193 55.951  205.07
19920221925089  4            IJKL  41.033 -125.807  0.028  0.013  2.032  212.14
19920230446211  3             IJK  42.634 -125.672  0.843  0.165 62.508  207.32
19920231723056  4            IJKL  42.100 -127.074  0.135  0.061  9.221  208.70
19920242028590  5           IJKLM  40.590 -125.104  0.402  0.288 30.767  215.59
19920242316310  5           IJKLM  41.821 -125.858  0.110  0.056  7.655  214.13
19920261339157  3             IJK  40.812 -125.729  0.006  0.119  0.447  200.31
19920261427397  4            IJKM  42.226 -125.821  0.038  0.017  2.687  206.73
19920261746311  3             IJK  42.670 -125.488  1.182  0.133 87.682  201.10
19920271336000  4            IJKL  42.409 -125.773  0.000  0.000  0.020  208.66
19920271830038  3             IJK  42.026 -125.710  1.179  0.139 87.811  206.85
19920281458126  5           IJKLM  42.061 -126.981  0.067  0.029  4.353  213.67
19920300709011  3             IJL  41.436 -127.229  0.125  0.045  7.858  206.27
19920301704182  4            IJKL  41.322 -125.738  0.073  0.034  5.249  209.92
19920330334405  3             IJK  42.231 -127.996  0.219  0.183 18.051  208.90
19920331839193  3             IJK  42.190 -125.873  0.875  0.170 65.119  202.85
19920331950120  4            IJKL  41.946 -126.013  0.125  0.048  8.722  214.18
19920332152138  4            IJKL  41.834 -125.893  0.182  0.073 12.859  210.74
19920332316553  4            IJKL  41.858 -125.960  0.022  0.008  1.534  214.22
19920332335346  4            IJKL  41.779 -125.843  0.091  0.037  6.424  213.46
19920340008451  5           IJKLM  41.832 -125.832  0.022  0.011  1.549  221.54
19920340027459  3             IJK  40.518 -126.222  1.575  0.204 99.999  210.90
19920340028167  3             IJK  42.159 -126.020  0.750  0.182 55.907  210.20
19920340103477  5           IJKLM  42.029 -125.967  0.176  0.082 12.038  228.82
19920340117427  4            IJKL  41.648 -125.866  0.096  0.040  6.797  215.07
19920340135363  4            IJKL  41.644 -125.894  0.123  0.051  8.725  217.76
19920340145219  4            IJKL  41.861 -125.945  0.039  0.015  2.755  212.58
19920340146027  4            IJKL  41.651 -125.956  0.016  0.007  1.141  211.48
19920340151119  4            IJKL  41.805 -125.897  0.112  0.045  7.888  213.74
19920340152314  4            IJKL  41.834 -125.876  0.200  0.081 14.125  211.59
19920340156161  4            IJKL  41.861 -125.947  0.136  0.053  9.531  216.72
19920340201196  5           IJKLM  41.614 -125.719  0.284  0.159 20.151  228.51
19920340202391  5           IJKLM  41.989 -126.022  0.076  0.035  5.152  221.42
19920340205301  4            IJKM  41.999 -125.872  0.027  0.013  1.875  210.06
19920340226319  5           IJKLM  41.706 -125.751  0.061  0.033  4.302  221.66
19920341252292  3             IJL  40.169 -125.700  0.632  0.337 45.513  209.59
19920341718307  3             IJK  40.761 -125.819  2.163  0.140 99.999  207.34
19920350014563  3             IJK  41.403 -125.845  1.497  0.152 99.999  204.68
19920350053480  4            IJKL  41.372 -125.776  0.212  0.098 15.227  207.67
19920350217083  3             IJK  42.429 -125.698  0.949  0.158 70.470  202.73
19920360307153  5           IJKLM  42.007 -125.965  0.124  0.058  8.456  215.39
19920360325575  4            IJKL  41.918 -125.933  0.201  0.078 14.130  210.89
19920360402326  5           IJKLM  41.664 -125.844  0.104  0.054  7.239  210.95
19920361507187  3             IJL  40.665 -127.916  0.132  0.043  8.230  217.29
19920361835297  4            IJKM  41.421 -124.244  0.402  0.411 33.923  206.10
19920370004415  3             IJL  40.843 -124.195  0.530  0.403 43.372  208.50
19920370202471  3             IJK  41.602 -125.018  0.589  0.225 44.555  200.60
19920382134276  3             IJK  41.931 -125.827  0.903  0.138 67.284  208.22
19920401708372  3             IJK  41.487 -125.935  1.274  0.167 95.115  206.32
19920410130479  3             IJK  41.082 -126.295  1.107  0.205 82.949  201.35
19920411025556  4            IJKL  40.401 -125.916  0.106  0.051  7.633  206.30
19920441843560  5           IJKLM  42.166 -126.960  0.044  0.020  2.848  214.10
19920442027391  5           IJKLM  41.825 -126.674  0.052  0.022  3.437  212.26
19920442148526  4            IJKL  42.138 -126.899  0.051  0.022  3.449  210.32
19920460357576  5           IJKLM  42.640 -126.610  0.027  0.013  1.741  217.27
19920460724175  5           IJKLM  40.197 -124.695  0.539  0.413 42.727  222.71
19920470511516  3             IJL  40.878 -124.817  1.914  1.321 99.999  209.79
19920470529079  3             IJK  41.937 -125.625  1.520  0.127 99.999  207.24
19920500621146  3             IJK  42.163 -126.018  0.749  0.182 55.888  202.42
19920500753408  4            IJKL  41.586 -125.597  0.159  0.077 11.524  210.94
19920510859597  5           IJKLM  41.835 -125.892  0.042  0.021  2.894  214.41
19920520117340  5           IJKLM  41.901 -126.958  0.058  0.025  3.752  210.91
19920571215568  3             IJK  41.095 -125.838  1.776  0.146 99.999  200.95
19920580313027  5           IJKLM  41.807 -125.770  0.185  0.097 12.947  220.01
19920580611031  3             IKL  40.688 -125.968  0.210  0.095 14.948  211.35
19920581244543  3             IJK  42.595 -126.937  0.259  0.179 20.252  201.62
19920601047435  5           IJKLM  41.886 -126.317  0.020  0.009  1.366  217.28
19920601238086  3             IJK  42.028 -125.710  1.224  0.143 91.178  201.59
19920602022504  3             IJM  42.210 -127.008  0.089  0.047  5.657  208.89
19920621550501  4            IJKL  40.316 -126.019  0.312  0.146 22.426  219.91
19920641436387  5           IJKLM  39.884 -124.397  0.590  0.469 47.618  228.70
19920642244563  3             IJK  41.569 -125.810  1.424  0.150 99.999  207.12
19920642256029  5           IJKLM  41.397 -125.590  0.493  0.295 35.619  229.42
19920642331210  4            IJKL  40.213 -126.010  0.162  0.076 11.646  205.82
19920650105129  4            IJKL  39.825 -124.659  0.634  0.425 49.773  214.79
19920650128252  3             IJK  41.897 -125.788  1.143  0.148 85.134  203.08
19920650141497  3             IJK  42.042 -125.754  1.136  0.150 84.550  205.21
19920650206222  3             IJK  42.306 -125.805  0.883  0.166 65.677  199.41
19920650312402  5           IJKLM  40.674 -125.022  0.495  0.359 38.191  221.38
19920650350435  3             IJK  41.811 -125.856  1.154  0.161 86.060  199.16
19920650717595  4            IJKM  41.745 -125.628  0.136  0.078  9.755  210.89
19920651051344  5           IJKLM  41.381 -125.514  0.105  0.065  7.654  216.39
19920660517022  3             IJK  42.607 -126.819  0.275  0.181 21.328  204.72
19920660626108  3             IJK  42.088 -125.869  0.939  0.167 69.953  200.56
19920661739244  5           IJKLM  41.593 -127.356  0.014  0.006  0.914  209.55
19920670820594  5           IJKLM  41.667 -125.726  0.028  0.022  2.012  218.77
19920671055158  3             IJL  39.822 -124.493  1.230  0.843 97.051  207.38
