 PDE   1974   07 28 115251.90  46.33  153.43  60 5.00 mb GS   .. . .......      
 PDE   1974   07 28 115946     46.58  153.32  49 4.80 mb GS   .. . .......      
 PDE   1974   07 28 120750     46.17  153.26  46 5.30 mb GS   .. . .......      
 PDE   1974   07 28 121939     46.24  153.35  33 4.80 mb GS   .. . .......      
 PDE   1974   07 28 130417.50  46.35  153.27  44 4.80 mb GS   .. . .......      
 PDE   1974   07 28 133139.30  46.27  153.51  66 5.30 mb GS   .. . .......      
 PDE   1974   07 28 134138.80  46.32  153.32  46 5.40 mb GS   .. . .......      
 PDE   1974   07 28 151034.70  46.22  153.14  46 4.50 mb GS   .. . .......      
 PDE   1974   07 28 155706.80  45.97  153.05  45 4.00 mb GS   .. . .......      
 PDE   1974   07 28 162255.30  45.95  153.10  33 4.70 mb GS   .. . .......      
 PDE   1974   07 28 162732.60  46.09  153.27  52 5.10 mb GS   .. . .......      
 PDE   1974   07 28 163355.60  46.25  153.23  49 5.00 Ms GS   .. . .......      
 PDE   1974   07 28 165632.40  46.20  152.98  43 4.30 mb GS   .. . .......      
 PDE   1974   07 28 170540     46.27  153.11  42 4.80 mb GS   .. . .......      
 PDE   1974   07 28 180045.40  46.42  153.36  46 4.90 mb GS   .. . .......      
 PDE   1974   07 28 181919.10  46.00  153.38  40 4.20 mb GS   .. . .......      
 PDE   1974   07 29 011451     46.88  152.81  54 5.00 mb GS   .. . .......      
 PDE   1974   07 29 014815.10  46.81  152.75  33 4.70 mb GS   .. . .......      
 PDE   1974   07 29 021347.20  46.24  153.19  42 4.80 mb GS   .. . .......      
 PDE   1974   07 29 031516.70  46.22  153.05  38 5.80 Ms GS   .. . .......      
 PDE   1974   07 29 035928.80  46.21  153.22  33 4.30 mb GS   .. . .......      
 PDE   1974   07 29 071626.10  46.12  153.09  33 6.20 Ms GS   .. . .......      
 PDE   1974   07 29 092848.40  46.33  153.33  33 5.50 Ms GS   .. . .......      
 PDE   1974   07 29 142116.20  46.15  152.91  36 4.90 mb GS   .. . .......      
 PDE   1974   07 29 190957.70  45.99  153.18  42 4.60 mb GS   .. . .......      
 PDE   1974   07 29 195041.40  45.98  153.01  33 4.90 mb GS   .. . .......      
 PDE   1974   07 30 223944.50  46.22  153.17  42 5.00 mb GS   .. . .......      
 PDE   1974   08 01 223921     49.76  155.97  41 5.30 mb GS   .. . .......      
 PDE   1974   08 03 070034.30  49.85  155.94  62 4.50 mb GS   .. . .......      
 PDE   1974   08 03 084839.90  46.85  152.52  67 4.40 mb GS   .. . .......      
 PDE   1974   08 03 123205.30  46.64  152.79  56 4.80 mb GS   .. . .......      
 PDE   1974   08 04 003356     46.09  153.44  60 4.50 mb GS   .. . .......      
 PDE   1974   08 06 164922.20  46.76  150.42 166 5.20 mb GS   .. . .......      
 PDE   1974   08 10 192636.80  46.24  153.19  33 4.40 mb GS   .. . .......      
 PDE   1974   08 12 220440.20  47.51  155.96  33 4.60 mb GS   .. . .......      
 PDE   1974   08 13 143119.40  45.91  152.68  33 4.60 mb GS   .. . .......      
 PDE   1974   08 16 014735.10  46.78  153.10  33 4.40 mb GS   .. . .......      
 PDE   1974   09 03 014556.90  49.67  156.01  22 5.20 mb GS   .. . .......      
 PDE   1974   09 14 023922.50  49.35  153.45 180 4.80 mb GS   .. . .......      
 PDE   1974   09 16 215550.80  49.62  155.94  48 5.50 mb GS   .. . .......      
 PDE   1974   10 02 145630.10  51.67  158.08  51 5.20 mb GS   .. . .......      
 PDE   1974   10 04 184247     47.73  153.72  63 4.50 mb GS   .. . .......      
 PDE   1974   10 06 012301.10  50.01  156.43  50 4.50 mb GS   .. . .......      
 PDE   1974   10 08 023949.50  49.34  150.84 299 4.60 mb GS   .. . .......      
 PDE   1974   10 09 073202.20  44.72  150.12  49 6.70 UKPAS   5F . .......      
 PDE   1974   10 19 094031     47.27  152.02 171 4.40 mb GS   .. . .......      
 PDE   1974   10 31 063810.20  50.41  150.42 434 4.40 mb GS   .. . .......      
 PDE   1974   11 07 150124.60  50.86  156.33  33 4.40 mb GS   .. . .......      
 PDE   1974   11 09 054624.20  48.12  152.88 153 4.80 mb GS   .. . .......      
 PDE   1974   11 12 031631.70  45.46  150.91  33 4.80 mb GS   .. . .......      
 PDE   1974   11 14 062532.20  46.78  153.27  33 4.30 mb GS   .. . .......      
 PDE   1974   12 03 191850.20  48.08  153.75  36 5.00 mb GS   .. . .......      
 PDE   1974   12 07 033753     50.53  156.60  33 4.40 mb GS   .. . .......      
 PDE   1974   12 14 102227.10  47.01  154.07  33 4.50 mb GS   .. . .......      
 PDE   1974   12 14 123131.80  47.27  154.05  33 5.00 mb GS   .. . .......      
 PDE   1974   12 16 103547.40  49.63  155.93  33 4.60 mb GS   .. . .......      
 PDE   1974   12 20 121647.20  50.77  157.26  33 5.10 mb GS   .. . .......      
 PDE   1975   01 02 085900.50  46.88  151.56  52 5.70 mb GS   .. . .......      
 PDE   1975   01 03 042445.10  46.40  153.02  36 4.20 mb GS   .. . .......      
 PDE   1975   01 04 002043     51.14  158.01  33 5.10 mb GS   .. . .......      
 PDE   1975   01 07 014624.60  46.16  150.86 122 4.70 mb GS   .. . .......      
 PDE   1975   01 17 210301     51.13  157.11   2 4.60 mb GS   .. . .......      
 PDE   1975   01 25 171246.90  49.65  155.46  33 4.40 mb GS   .. . .......      
 PDE   1975   02 03 080704     48.28  157.15  66 5.00 mb GS   .. . .......      
 PDE   1975   02 04 062526.10  51.55  159.61  33 4.70 mb GS   .. . .......      
 PDE   1975   02 05 234332.90  51.53  159.66  31 5.00 mb GS   .. . .......      
 PDE   1975   02 08 123750.20  45.97  152.25  33 3.90 mb GS   .. . .......      
 PDE   1975   02 12 101032.10  51.57  157.41 141 4.30 mb GS   .. . .......      
 PDE   1975   03 06 181821     51.58  159.66  33 4.70 mb GS   .. . .......      
 PDE   1975   03 13 161857.80  45.52  153.81  33 5.20 mb GS   .. . .......      
 PDE   1975   03 14 051515.20  46.34  153.12  33 5.20 mb GS   .. . .......      
 PDE   1975   03 14 132353.20  46.51  153.22  33 4.90 mb GS   .. . .......      
 PDE   1975   03 22 135456.30  45.59  150.88  33 4.90 mb GS   .. . .......      
 PDE   1975   03 23 194807.80  46.69  152.55  33 5.50 mb GS   .. . .......      
 PDE   1975   04 01 192125.80  48.18  154.84  35 5.10 mb GS   .. . .......      
 PDE   1975   04 08 213201.70  51.41  159.70  33 4.50 mb GS   .. . .......      
 PDE   1975   04 08 215044.20  51.60  159.52  33 4.90 mb GS   .. . .......      
 PDE   1975   04 09 210546.20  46.83  151.23  92 4.40 mb GS   .. . .......      
 PDE   1975   04 15 011703.90  45.71  152.77  33 4.60 mb GS   .. . .......      
 PDE   1975   04 16 213325.10  48.35  154.91  32 5.80 mb GS   .. . .......      
 PDE   1975   04 20 184837.90  51.83  159.91  33 5.00 mb GS   .. . .......      
 PDE   1975   04 25 142319.90  51.83  159.97  33 5.30 Ms GS   .. . .......      
 PDE   1975   04 29 204550     51.95  159.86  33 4.40 mb GS   .. . .......      
 PDE   1975   05 11 065645.10  49.33  156.15  58 5.50 mb GS   3F . .......      
 PDE   1975   05 11 071142.30  49.34  156.10  23 5.00 mb GS   .. . .......      
 PDE   1975   05 11 202152.80  49.28  156.18  45 4.90 mb GS   .. . .......      
 PDE   1975   05 11 203515.40  49.22  156.21  40 5.10 mb GS   .. . .......      
 PDE   1975   05 12 083118.20  49.27  156.26  43 4.90 mb GS   2F . .......      
 PDE   1975   05 12 101152.80  49.23  156.20  46 5.40 mb GS   .. . .......      
 PDE   1975   05 12 114306.90  49.25  156.24  45 4.60 mb GS   .. . .......      
 PDE   1975   05 14 114155.20  47.09  151.09 174 4.80 mb GS   .. . .......      
 PDE   1975   05 14 183707.10  51.12  157.78  57 5.00 mb GS   .. . .......      
 PDE   1975   05 19 224217     49.72  157.40  57 5.40 mb GS   3F . .......      
 PDE   1975   05 22 180551.30  49.50  155.91  63 4.80 mb GS   .. . .......      
 PDE   1975   05 28 223823.30  51.38  158.18  62 4.90 mb GS   2F . .......      
 PDE   1975   05 28 225451.60  46.75  153.43  44 4.70 mb GS   .. . .......      
 PDE   1975   05 30 102517.90  46.65  152.64  51 4.80 mb GS   .. . .......      
 PDE   1975   06 04 094617.90  46.71  152.39  33 4.60 mb GS   .. . .......      
 PDE   1975   06 07 151248.20  51.30  158.33  47 5.30 mb GS   .. . .......      
 PDE   1975   06 07 214824.90  49.38  155.45  57 4.60 mb GS   .. . .......      
 PDE   1975   06 12 001430.20  46.69  152.60  60 5.30 mb GS   .. . .......      
 PDE   1975   06 22 042515.30  51.99  157.58 133 5.30 mb GS   .. . .......      
 PDE   1975   07 02 194233.50  48.32  154.42  59 5.00 mb GS   .. . .......      
 PDE   1975   07 12 162818.10  51.48  150.68 478 4.20 mb GS   .. . .......      
 PDE   1975   07 29 140032.40  46.62  151.49  83 5.20 mb GS   .. . .......      
 PDE   1975   08 01 035405.20  48.32  154.74  33 4.80 mb GS   .. . .......      
 PDE   1975   08 01 170316.70  51.67  159.12  33 5.00 mb GS   .. . .......      
 PDE   1975   08 02 164000.90  49.51  156.12  56 4.30 mb GS   .. . .......      
 PDE   1975   08 04 185105.40  48.86  156.15  33 4.70 mb GS   .. . .......      
 PDE   1975   08 04 185954.80  46.09  150.85  33 4.90 mb GS   .. . .......      
 PDE   1975   08 10 143854.90  49.18  158.61  33 4.60 mb GS   .. . .......      
 PDE   1975   08 29 221520.90  49.11  156.12  53 4.40 mb GS   .. . .......      
 PDE   1975   09 12 152835.10  51.90  157.22  88 5.60 mb GS   .. . .......      
 PDE   1975   09 19 031521.10  47.04  151.86 119 5.50 mb GS   .. . .......      
 PDE   1975   09 28 201913.30  47.15  152.84  99 4.50 mb GS   .. . .......      
 PDE   1975   10 11 032618.80  46.02  151.99  33 4.50 mb GS   .. . .......      
 PDE   1975   10 17 225354.50  51.05  157.21  73 4.30 mb GS   .. . .......      
 PDE   1975   10 26 142311     46.58  153.35  33 4.50 mb GS   .. . .......      
 PDE   1975   10 30 223732.60  51.55  159.36  44 4.80 mb GS   .. . .......      
 PDE   1975   11 02 000249.30  49.40  154.05 178 4.10 mb GS   .. . .......      
 PDE   1975   11 09 020424     50.20  159.12  33 4.60 mb GS   .. . .......      
 PDE   1975   11 13 154846     50.30  156.69  69 5.10 mb GS   .. . .......      
 PDE   1975   12 19 230640.90  46.87  152.74  33 4.90 mb GS   .. . .......      
 PDE   1975   12 21 105417.70  51.94  151.58 554 6.40 UKPAS   .. . .......      
 PDE   1975   12 21 213622.70  44.60  150.22  33 5.00 mb GS   .. . .......      
 PDE   1975   12 24 184804.50  45.41  151.47  45 5.30 mb GS   .. . .......      
 PDE   1975   12 25 153631.50  45.43  151.37  48 5.10 mb GS   .. . .......      
 PDE   1975   12 25 160016.30  45.44  151.39  46 5.40 mb GS   .. . .......      
 PDE   1976   01 02 024642.60  46.76  152.76  53 4.50 mb GS   .. . .......      
 PDE   1976   01 06 205711.40  51.47  159.32  33 5.10 mb GS   .. . .......      
 PDE   1976   01 06 210819.30  51.60  159.33  33 6.00 Ms GS   .F . .......      
 PDE   1976   01 06 212344     51.51  159.46  33 4.90 mb GS   .. . .......      
 PDE   1976   01 06 213522     51.77  159.10  33 4.60 mb GS   .. . .......      
 PDE   1976   01 06 214525.10  51.69  159.17  33 5.30 mb GS   .. . .......      
 PDE   1976   01 06 221747.90  51.68  159.21  33 5.60 mb GS   .. . .......      
 PDE   1976   01 06 222412.80  51.55  159.74  33 4.80 mb GS   .. . .......      
 PDE   1976   01 06 232028.80  51.57  159.35  33 4.50 mb GS   .. . .......      
 PDE   1976   01 07 015700.80  51.62  159.19  33 5.20 mb GS   .. . .......      
 PDE   1976   01 07 043256.80  51.79  159.20  33 5.00 mb GS   .. . .......      
 PDE   1976   01 07 075859.10  51.56  159.59  33 4.90 mb GS   .. . .......      
 PDE   1976   01 07 080347.40  51.78  159.37  33 5.00 mb GS   .. . .......      
 PDE   1976   01 07 101859.10  51.74  159.36  33 4.50 mb GS   .. . .......      
 PDE   1976   01 07 104623.50  51.51  159.23  33 4.90 mb GS   .. . .......      
 PDE   1976   01 07 125814.50  51.62  159.52  33 4.50 mb GS   .. . .......      
 PDE   1976   01 07 133701.40  51.53  159.27  63 5.00 mb GS   .. . .......      
 PDE   1976   01 07 233423.70  51.65  159.50  33 5.70 mb GS   .F . .......      
 PDE   1976   01 08 001916.30  51.77  159.35  33 4.80 mb GS   .. . .......      
 PDE   1976   01 08 033428.60  51.69  159.36  33 4.70 mb GS   .. . .......      
 PDE   1976   01 08 103045     51.68  159.10  33 5.50 mb GS   .F . .......      
 PDE   1976   01 08 141954.10  51.69  159.47  33 4.70 mb GS   .. . .......      
 PDE   1976   01 08 155011.30  51.41  159.77  33 5.40 mb GS   .. . .......      
 PDE   1976   01 09 012012     51.70  159.54  33 4.60 mb GS   .. . .......      
 PDE   1976   01 10 033724.10  51.62  159.46  33 5.00 mb GS   .. . .......      
 PDE   1976   01 10 224309.70  51.92  159.72  33 4.90 mb GS   .. . .......      
 PDE   1976   01 10 225123.40  51.76  159.69  33 4.80 mb GS   .. . .......      
 PDE   1976   01 11 104859.90  51.38  159.25  59 4.80 mb GS   .. . .......      
 PDE   1976   01 12 043627     51.50  159.42  33 4.70 mb GS   .. . .......      
 PDE   1976   01 16 083225.80  51.67  159.48  60 4.90 mb GS   .. . .......      
 PDE   1976   01 20 064222.90  51.55  159.51  17 4.60 mb GS   .. . .......      
 PDE   1976   01 21 002945.50  47.20  150.51 295 4.20 mb GS   .. . .......      
 PDE   1976   01 22 105025.70  51.61  159.44  22 5.00 mb GS   3F . .......      
 PDE   1976   01 23 004105.40  46.64  152.54  33 4.70 mb GS   .. . .......      
 PDE   1976   01 25 142920.70  44.94  150.12  46 4.80 mb GS   .. . .......      
