1999/01/28,10:25:46.12 36.3668 137.9937 8.77 4.7 NEAR_MATSUSHIRO 357;243 67;47 48;148 1.17e+16 11 4.7 92.46 0.1005 0.7019 -0.2732 -0.7326 -0.5747 0.6321 1e+16 3
1999/01/28,11:18:58.40 36.3575 137.9963 9.94 3.5 NEAR_MATSUSHIRO 350;241 70;47 46;152 3.18e+14 11 3.6 82.07 0.6619 1.7259 -0.9785 -2.1506 -1.5945 1.4887 1e+14 3
1999/01/28,13:46:38.30 36.3545 137.9965 9.92 3.6 NEAR_MATSUSHIRO 353;240 70;43 51;151 4.06e+14 11 3.7 87.73 0.6751 2.1027 -1.0176 -2.6740 -2.2971 1.9989 1e+14 2
1999/01/30,07:06:16.13 36.8577 137.7002 8.90 3.8 TOYAMA_PREF 329;238 83;81 9;173 8.55e+14 11 3.9 87.20 5.6985 3.7989 -0.5234 -9.4569 -0.4883 3.7584 1e+14 3
1999/02/21,10:51:24.07 37.5717 140.0220 13.64 4.0 WESTERN_FUKUSHIMA_PREF 35;208 57;34 94;84 1.00e+15 8 4.0 88.82 -0.2389 0.4194 0.2524 -0.6769 -0.3018 0.9158 1e+14 3
1999/05/02,15:56:50.05 36.0995 136.3890 10.93 3.5 CENTRAL_FUKUI_PREF 223;339 68;43 128;33 1.73e+14 8 3.5 74.17 0.4920 0.3253 -1.0933 -1.4339 0.3808 0.9418 1e+14 3
1999/05/03,23:46:28.49 36.3670 137.9922 10.71 3.8 NEAR_MATSUSHIRO 352;247 70;54 39;155 9.11e+14 11 3.9 84.22 1.7984 6.0455 -2.4424 -5.7532 -3.8579 3.9548 1e+14 3
1999/05/04,00:00:16.37 36.3692 137.9902 10.17 3.5 NEAR_MATSUSHIRO 356;252 75;49 42;160 1.69e+14 20 3.5 83.16 0.1860 1.1516 -0.3842 -0.7684 -0.9498 0.5823 1e+14 3
1999/06/09,01:40:22.18 36.0712 139.9080 47.76 3.4 SW_IBARAKI_PREF 94;256 56;35 100;75 3.13e+14 44 3.6 76.11 -2.8387 0.2690 1.1390 -0.0794 0.4160 2.9181 1e+14 3
1999/06/13,06:20:44.49 36.0952 139.8682 47.12 3.7 SW_IBARAKI_PREF 50;234 59;31 88;94 1.86e+14 44 3.5 62.04 -1.0098 0.9494 0.6301 -0.5393 -0.5674 1.5491 1e+14 3
1999/06/27,19:50:14.22 36.1020 139.8135 51.62 4.1 SW_IBARAKI_PREF 47;244 67;24 83;106 1.65e+15 59 4.1 94.88 -0.8171 0.5152 0.7609 -0.4032 -0.8507 1.2203 1e+15 3
1999/08/02,18:29:35.91 35.9625 137.4700 9.69 3.9 WESTERN_NAGANO_PREF 338;247 89;78 12;179 4.89e+14 8 3.8 91.45 3.2872 3.3824 -0.4190 -3.4514 -0.9674 0.1642 1e+14 3
1999/08/02,18:51:20.39 35.9632 137.4700 9.50 3.6 WESTERN_NAGANO_PREF 159;250 88;74 -16;-178 1.11e+14 8 3.3 75.29 0.7178 0.8113 -0.0897 -0.6782 -0.2976 -0.0397 1e+14 3
1999/08/22,14:29:33.84 36.2437 136.8867 9.48 3.8 TOYAMA_GIFU_BORDER_REG 151;241 89;84 -6;-179 4.24e+14 8 3.7 87.82 3.4288 2.2704 -0.0929 -3.6780 -0.4696 0.2492 1e+14 3
1999/08/24,11:52:08.43 35.9580 137.4737 9.38 3.5 WESTERN_NAGANO_PREF 313;70 57;55 -44;-138 7.72e+13 5 3.2 62.89 7.5910 2.2120 -0.4120 -2.6730 3.2290 -4.9180 1e+13 2
1999/09/04,00:32:47.60 37.7403 139.7912 13.25 3.5 WESTERN_FUKUSHIMA_PREF 203;15 54;37 95;84 1.56e+14 8 3.4 71.29 -0.3201 0.3649 -0.2640 -1.2701 0.3866 1.5901 1e+14 2
1999/09/05,12:19:06.04 37.4112 139.0102 11.58 3.7 MID_NIIGATA_PREF 15;200 59;31 88;94 3.75e+14 5 3.7 75.61 -0.3283 0.9270 0.3785 -3.0072 -1.7015 3.3355 1e+14 3
1999/09/09,18:56:54.25 36.3828 137.8770 5.82 3.6 CENTRAL_NAGANO_PREF 66;177 60;58 142;36 4.93e+14 5 3.8 91.27 0.2819 3.0186 2.5094 -2.8132 1.3929 2.5313 1e+14 3
1999/10/17,18:28:19.68 36.6273 139.4347 11.33 3.7 TOCHIGI_GUNMA_BORDER 348;231 69;39 56;146 2.17e+14 8 3.5 81.24 0.5733 0.8107 -0.5071 -1.7307 -1.2351 1.1574 1e+14 3
1999/10/29,14:59:01.00 36.5828 138.2002 8.54 4.0 NEAR_MATSUSHIRO 318;217 67;64 28;154 2.11e+15 5 4.2 85.79 1.3837 -0.1521 -0.9250 -2.1504 -0.0545 0.7667 1e+15 3
1999/11/01,06:15:52.90 36.7983 139.3728 11.00 3.6 TOCHIGI_GUNMA_BORDER 259;161 70;70 -158;-22 8.90e+14 8 3.9 88.51 5.3444 6.9754 1.6179 -2.5361 -2.6995 -2.8083 1e+14 3
1999/11/14,06:57:15.29 37.2983 138.6362 16.13 3.9 MID_NIIGATA_PREF 28;181 69;23 100;66 7.98e+14 5 3.9 74.17 -0.3083 1.2193 3.2498 -5.0091 -4.9970 5.3174 1e+14 2
1999/11/28,17:00:42.74 37.4177 138.9993 14.41 3.4 MID_NIIGATA_PREF 352;88 87;28 -62;-173 1.34e+14 5 3.4 63.09 0.1487 0.6191 0.1360 -0.0250 1.1741 -0.1237 1e+14 2
1999/12/16,22:28:32.51 36.6263 139.4352 10.92 4.1 TOCHIGI_GUNMA_BORDER 352;244 72;48 45;155 1.42e+15 8 4.1 71.07 0.3078 0.8463 -0.3195 -0.9331 -0.7391 0.6253 1e+15 3
1999/12/16,22:47:09.72 36.6318 139.4400 11.46 4.1 TOCHIGI_GUNMA_BORDER 7;245 67;39 57;142 2.04e+15 8 4.2 85.34 -0.1659 1.1925 -0.1790 -1.0392 -1.2117 1.2050 1e+15 3
1999/12/27,00:05:51.00 36.1470 139.8680 54.18 4.0 SW_IBARAKI_PREF 78;217 64;33 111;54 2.13e+15 50 4.2 93.42 -1.1898 0.8718 1.2857 -0.4279 0.1394 1.6176 1e+15 3
2000/01/10,22:25:29.40 36.2495 136.3025 11.48 3.6 CENTRAL_FUKUI_PREF 63;236 59;31 94;84 2.66e+14 11 3.6 67.99 -1.6988 0.8383 1.1521 -0.8045 -0.4673 2.5033 1e+14 3
2000/02/03,04:07:09.91 36.5128 137.4752 8.01 3.6 HIDA_MOUNTAINS_REGION 329;233 79;60 31;168 1.05e+15 29 4.0 86.66 0.7376 0.3392 -0.4493 -0.8934 -0.3307 0.1558 1e+15 3
2000/02/06,04:43:48.14 36.7090 139.3768 10.47 4.1 TOCHIGI_GUNMA_BORDER 28;251 67;30 70;129 2.49e+15 8 4.2 91.37 -1.0710 1.0567 0.4119 -0.6753 -1.6203 1.7464 1e+15 3
2000/02/29,19:15:08.60 37.7278 138.3340 24.81 4.3 SADOGASHIMA_IS_REG 175;341 49;42 99;80 2.08e+15 11 4.2 87.13 -0.0185 -0.4362 -0.1817 -1.9926 0.2771 2.0111 1e+15 3
2000/03/13,00:02:30.11 37.2403 140.0320 10.87 3.6 MID_FUKUSHIMA_PREF 171;24 56;39 70;117 3.91e+14 5 3.7 81.59 0.5217 0.5618 0.8269 -3.8096 1.2403 3.2879 1e+14 3
2000/03/19,12:49:16.71 37.2817 138.6155 13.91 4.3 MID_NIIGATA_PREF 31;218 62;28 87;96 5.40e+15 8 4.5 89.61 -1.6211 1.8538 1.4616 -2.9806 -2.7160 4.6016 1e+15 3
2000/03/25,22:02:22.73 37.2842 138.4985 14.13 4.0 MID_NIIGATA_PREF 328;191 50;49 59;121 1.16e+15 5 4.0 87.53 0.1594 -0.2560 -0.3914 -1.1284 0.0534 0.9690 1e+15 3
2000/04/07,00:40:44.50 37.5410 136.1490 29.78 4.1 OFF_NOTO_PENINSULA 355;243 70;44 50;150 3.28e+14 8 3.6 66.53 0.2794 1.8028 -0.9486 -1.9232 -1.8403 1.6438 1e+14 3
2000/04/07,15:54:27.62 37.0045 138.3982 17.13 4.1 SW_NIIGATA_PREF 22;243 51;48 61;121 2.22e+15 8 4.2 76.68 -0.8170 1.2915 -0.4811 -1.0704 -0.5830 1.8874 1e+15 3
2000/04/07,17:48:58.14 37.0022 138.4042 16.40 3.4 SW_NIIGATA_PREF 28;246 51;46 64;119 1.86e+14 11 3.5 75.52 -0.8634 1.1159 -0.2649 -0.7288 -0.4954 1.5922 1e+14 3
2000/04/11,18:47:41.05 37.4232 136.7085 19.62 3.9 OFF_NOTO_PENINSULA 2;270 87;53 38;176 4.08e+14 11 3.7 85.24 -0.2106 3.2536 0.1099 -0.1960 -2.4525 0.4065 1e+14 2
2000/04/15,05:26:47.72 36.2192 139.9932 52.62 3.9 SW_IBARAKI_PREF 53;281 76;21 75;137 5.80e+14 59 3.8 81.41 -3.0447 0.5535 3.5958 0.2184 -3.4492 2.8263 1e+14 3
2000/04/23,00:19:10.47 37.0373 139.3555 11.53 3.4 WESTERN_FUKUSHIMA_PREF 56;191 73;24 107;47 1.11e+14 5 3.3 79.01 -0.1340 0.4156 0.7698 -0.4593 -0.4084 0.5933 1e+14 2
2000/04/26,04:48:16.59 37.5722 140.0208 13.74 4.3 WESTERN_FUKUSHIMA_PREF 46;210 47;44 101;78 4.30e+15 8 4.4 94.44 -1.4819 2.2878 0.5626 -2.6206 0.2058 4.1025 1e+15 3
2000/04/26,05:08:47.68 37.5710 140.0157 14.23 3.8 WESTERN_FUKUSHIMA_PREF 45;193 55;40 110;65 4.78e+14 8 3.8 92.40 -0.6239 2.3513 1.5786 -3.4884 -0.4863 4.1123 1e+14 3
2000/05/11,12:21:22.90 37.9333 139.4720 11.98 3.5 NE_NIIGATA_PREF 30;129 72;65 154;19 8.17e+13 8 3.2 70.03 5.4180 -2.5040 2.4930 -8.3290 -1.4410 2.9100 1e+13 1
2000/06/03,17:50:10.26 37.5123 139.6245 13.21 3.6 WESTERN_FUKUSHIMA_PREF 42;312 88;74 -164;-3 1.15e+14 14 3.3 79.68 0.9901 -0.0990 -0.1145 -1.1932 0.3517 0.2031 1e+14 2
2000/08/08,09:12:40.29 37.0295 138.0290 13.60 3.7 SW_NIIGATA_PREF 190;40 53;41 71;114 3.15e+14 11 3.6 75.19 -0.0487 1.4763 0.3189 -2.6358 0.8595 2.6845 1e+14 3
2000/08/11,02:25:28.62 37.0293 138.0260 11.90 3.5 SW_NIIGATA_PREF 33;190 57;35 103;71 2.49e+14 11 3.6 52.70 -0.4509 0.6286 0.8600 -1.9252 -0.6130 2.3761 1e+14 2
2000/08/15,03:54:57.05 36.2040 140.0405 52.45 3.9 SW_IBARAKI_PREF 215;333 79;23 -69;-150 8.85e+14 44 3.9 76.43 -1.3849 -0.0298 5.2826 4.8916 -5.6516 -3.5067 1e+14 2
