> break
   -116.78850000000    34.735000000000
   -116.77350000000    34.724900000000
   -116.76100000000    34.718100000000
   -116.73650000000    34.700500000000
   -116.71070000000    34.684300000000
   -116.68240000000    34.664600000000
   -116.65710000000    34.644500000000
   -116.63900000000    34.629600000000
   -116.63090000000    34.623500000000
   -116.62370000000    34.614500000000
   -116.61080000000    34.605500000000
   -116.59350000000    34.592700000000
   -116.58300000000    34.583200000000
   -116.56960000000    34.562500000000
   -116.55950000000    34.561900000000
   -116.54920000000    34.551800000000
   -116.53840000000    34.538700000000
   -116.52530000000    34.525500000000
   -116.51220000000    34.512300000000
   -116.50360000000    34.499200000000
   -116.49710000000    34.487600000000
> break
   -116.48430000000    34.832700000000
   -116.47180000000    34.812700000000
   -116.46520000000    34.795100000000
   -116.45920000000    34.781100000000
   -116.45270000000    34.769400000000
   -116.44390000000    34.757300000000
   -116.43300000000    34.742500000000
   -116.42170000000    34.728400000000
   -116.41290000000    34.712600000000
   -116.40350000000    34.699300000000
   -116.39110000000    34.678000000000
   -116.37960000000    34.661000000000
   -116.37170000000    34.645500000000
   -116.36600000000    34.630300000000
   -116.36120000000    34.617800000000
   -116.35300000000    34.601700000000
   -116.34720000000    34.589900000000
   -116.33990000000    34.562500000000
   -116.33140000000    34.556400000000
   -116.32120000000    34.539200000000
   -116.30490000000    34.529200000000
   -116.29060000000    34.515900000000
   -116.27400000000    34.502700000000
   -116.25810000000    34.485900000000
   -116.25000000000    34.473300000000
   -116.23840000000    34.462100000000
   -116.22940000000    34.445500000000
   -116.21780000000    34.432600000000
   -116.20230000000    34.423000000000
   -116.18650000000    34.413300000000
   -116.16650000000    34.401600000000
   -116.14760000000    34.384300000000
   -116.13260000000    34.367200000000
   -116.11880000000    34.356000000000
   -116.10030000000    34.332300000000
   -116.08610000000    34.312700000000
   -116.06970000000    34.288700000000
   -116.05900000000    34.269500000000
   -116.04820000000    34.250000000000
   -116.03420000000    34.241500000000
   -116.01090000000    34.226400000000
   -115.99580000000    34.220200000000
   -115.98080000000    34.210900000000
   -115.96850000000    34.201200000000
   -115.95630000000    34.194500000000
   -115.94310000000    34.183200000000
   -115.92420000000    34.166700000000
   -115.90960000000    34.149100000000
   -115.88210000000    34.106200000000
   -115.87290000000    34.090800000000
> break
   -117.37970000000    34.843600000000
   -117.37510000000    34.835600000000
   -117.36380000000    34.823700000000
   -117.35210000000    34.818800000000
   -117.33020000000    34.796900000000
   -117.32170000000    34.783600000000
   -117.31830000000    34.776800000000
   -117.31390000000    34.767800000000
   -117.30620000000    34.759000000000
   -117.28820000000    34.744000000000
   -117.28040000000    34.738900000000
   -117.25620000000    34.721100000000
   -117.24220000000    34.711400000000
   -117.23180000000    34.704000000000
   -117.22100000000    34.693200000000
   -117.19820000000    34.669300000000
   -117.17690000000    34.651600000000
   -117.16560000000    34.640300000000
   -117.15110000000    34.628400000000
   -117.13270000000    34.614300000000
   -117.11920000000    34.601900000000
   -117.11020000000    34.594700000000
   -117.09130000000    34.579400000000
   -117.07980000000    34.562500000000
   -117.05630000000    34.539200000000
   -117.04970000000    34.529600000000
   -117.04200000000    34.519500000000
   -117.03570000000    34.512000000000
   -117.02580000000    34.502200000000
   -117.01650000000    34.492100000000
   -116.99550000000    34.475700000000
   -116.98380000000    34.463400000000
   -116.97190000000    34.454800000000
   -116.95360000000    34.439700000000
   -116.93660000000    34.423700000000
   -116.92810000000    34.414600000000
   -116.91660000000    34.403900000000
   -116.90440000000    34.395000000000
   -116.88790000000    34.383200000000
   -116.87470000000    34.371400000000
   -116.86350000000    34.362300000000
   -116.85290000000    34.354300000000
   -116.83710000000    34.342700000000
   -116.81440000000    34.323600000000
   -116.79980000000    34.311800000000
   -116.78350000000    34.298600000000
   -116.77480000000    34.291700000000
   -116.76480000000    34.285300000000
   -116.74870000000    34.274500000000
   -116.71440000000    34.250000000000
> break
   -117.26430000000    34.306500000000
   -117.25640000000    34.314400000000
   -117.24750000000    34.325500000000
   -117.23810000000    34.335000000000
   -117.22900000000    34.346400000000
   -117.22150000000    34.356100000000
   -117.21160000000    34.369200000000
   -117.20490000000    34.380200000000
   -117.19860000000    34.391800000000
   -117.18880000000    34.404100000000
   -117.17970000000    34.410500000000
   -117.16790000000    34.417000000000
   -117.15640000000    34.421400000000
   -117.14300000000    34.425700000000
   -117.12220000000    34.428300000000
   -117.10830000000    34.429300000000
   -117.09500000000    34.427300000000
   -117.08360000000    34.426100000000
   -117.07450000000    34.423500000000
   -117.06240000000    34.417500000000
   -117.05130000000    34.412600000000
   -117.03720000000    34.402900000000
   -117.02590000000    34.392900000000
   -117.01670000000    34.385000000000
   -117.00260000000    34.376300000000
   -116.98930000000    34.370900000000
   -116.96580000000    34.365700000000
   -116.95130000000    34.362700000000
   -116.93480000000    34.360300000000
   -116.91970000000    34.357300000000
   -116.90640000000    34.355300000000
   -116.89390000000    34.353700000000
   -116.88290000000    34.353200000000
   -116.87170000000    34.351900000000
   -116.86360000000    34.351800000000
   -116.84700000000    34.349900000000
   -116.82250000000    34.343200000000
   -116.80830000000    34.340600000000
   -116.79360000000    34.338200000000
   -116.78230000000    34.335400000000
   -116.76760000000    34.332900000000
   -116.74740000000    34.329400000000
   -116.72910000000    34.329900000000
   -116.70300000000    34.330200000000
   -116.68960000000    34.335100000000
   -116.67100000000    34.336700000000
> break
   -120.73390000000    34.874900000000
   -120.73590000000    34.882600000000
   -120.74570000000    34.898700000000
   -120.75440000000    34.914900000000
   -120.76320000000    34.928600000000
   -120.77130000000    34.943000000000
   -120.77870000000    34.956600000000
   -120.78710000000    34.969300000000
   -120.79620000000    34.987300000000
   -120.80580000000    35.007200000000
   -120.81450000000    35.027400000000
   -120.82510000000    35.043700000000
   -120.83740000000    35.054100000000
   -120.84870000000    35.066200000000
   -120.85850000000    35.080700000000
   -120.86590000000    35.091300000000
   -120.87370000000    35.107000000000
   -120.88140000000    35.121200000000
   -120.88820000000    35.137000000000
   -120.89330000000    35.151900000000
   -120.89600000000    35.164300000000
   -120.90200000000    35.179300000000
   -120.91340000000    35.187100000000
   -120.92450000000    35.199800000000
   -120.93010000000    35.209300000000
   -120.93460000000    35.222300000000
   -120.93940000000    35.234100000000
   -120.94150000000    35.248700000000
   -120.94460000000    35.265100000000
   -120.96020000000    35.284200000000
   -120.97040000000    35.296500000000
   -120.97950000000    35.312200000000
   -120.98660000000    35.325000000000
   -120.99820000000    35.338800000000
   -121.00750000000    35.351800000000
   -121.01330000000    35.367300000000
   -121.01770000000    35.386000000000
   -121.02340000000    35.402400000000
   -121.03140000000    35.416600000000
   -121.04650000000    35.427800000000
   -121.05840000000    35.440300000000
   -121.06750000000    35.454100000000
   -121.07400000000    35.468600000000
   -121.08360000000    35.482300000000
   -121.09580000000    35.496100000000
   -121.10670000000    35.507400000000
   -121.11530000000    35.519300000000
   -121.12580000000    35.534700000000
   -121.13810000000    35.552800000000
   -121.15500000000    35.571400000000
   -121.16450000000    35.585900000000
   -121.17310000000    35.606200000000
   -121.18390000000    35.617900000000
   -121.19630000000    35.633400000000
   -121.20480000000    35.650100000000
   -121.21840000000    35.662900000000
   -121.23410000000    35.676700000000
   -121.23880000000    35.681200000000
   -121.25140000000    35.685300000000
   -121.26480000000    35.693800000000
   -121.27770000000    35.703200000000
   -121.29770000000    35.716500000000
   -121.31520000000    35.732000000000
   -121.32880000000    35.739300000000
   -121.33990000000    35.742700000000
   -121.35160000000    35.752200000000
   -121.36410000000    35.764100000000
   -121.37310000000    35.772300000000
   -121.38800000000    35.786800000000
   -121.40110000000    35.798900000000
   -121.41690000000    35.810400000000
   -121.42840000000    35.822400000000
   -121.44050000000    35.833600000000
   -121.45580000000    35.845800000000
   -121.46970000000    35.854700000000
   -121.48300000000    35.865100000000
   -121.49410000000    35.877200000000
   -121.49870000000    35.892700000000
   -121.50280000000    35.901800000000
   -121.51460000000    35.913300000000
   -121.53410000000    35.928400000000
   -121.55520000000    35.945000000000
   -121.57940000000    35.962700000000
   -121.59910000000    35.976500000000
   -121.62320000000    35.992300000000
   -121.64510000000    36.008300000000
   -121.66320000000    36.023300000000
   -121.69060000000    36.041200000000
   -121.72190000000    36.064200000000
   -121.75280000000    36.086000000000
   -121.77920000000    36.104400000000
   -121.80230000000    36.121500000000
   -121.82510000000    36.136800000000
> break
   -118.71880000000    34.905600000000
   -118.69720000000    34.911000000000
   -118.68430000000    34.917400000000
   -118.66750000000    34.924700000000
> break
   -118.44270000000    35.004700000000
   -118.42620000000    35.014100000000
   -118.40600000000    35.027100000000
   -118.38700000000    35.039300000000
   -118.37200000000    35.048800000000
   -118.35410000000    35.060600000000
   -118.32970000000    35.071900000000
   -118.30500000000    35.087000000000
   -118.27600000000    35.100900000000
   -118.24510000000    35.114200000000
   -118.22550000000    35.126500000000
   -118.20820000000    35.134800000000
   -118.19610000000    35.141400000000
   -118.17260000000    35.154200000000
   -118.14500000000    35.169200000000
   -118.12060000000    35.184600000000
   -118.09450000000    35.201300000000
   -118.07640000000    35.216300000000
   -118.05300000000    35.235400000000
   -118.03080000000    35.249700000000
   -117.99830000000    35.272200000000
   -117.98190000000    35.284800000000
   -117.95040000000    35.301500000000
   -117.93020000000    35.312000000000
   -117.91130000000    35.323700000000
   -117.89190000000    35.333900000000
   -117.86700000000    35.347100000000
   -117.84830000000    35.359400000000
   -117.83330000000    35.369400000000
   -117.81760000000    35.378100000000
   -117.79590000000    35.391200000000
   -117.77230000000    35.405100000000
   -117.75070000000    35.414000000000
   -117.72870000000    35.424100000000
   -117.70130000000    35.436100000000
   -117.67040000000    35.448700000000
   -117.64060000000    35.456200000000
   -117.60450000000    35.466500000000
   -117.56750000000    35.476700000000
   -117.52790000000    35.485800000000
   -117.50480000000    35.490700000000
   -117.47950000000    35.495500000000
   -117.43180000000    35.510900000000
   -117.40660000000    35.519300000000
   -117.38730000000    35.524100000000
   -117.36600000000    35.528400000000
   -117.34020000000    35.535100000000
   -117.31440000000    35.542400000000
   -117.28830000000    35.548000000000
   -117.26730000000    35.552600000000
   -117.24650000000    35.557600000000
   -117.21430000000    35.565000000000
   -117.19500000000    35.567700000000
   -117.16940000000    35.572700000000
   -117.13720000000    35.578800000000
   -117.11190000000    35.582300000000
   -117.08730000000    35.587700000000
   -117.06450000000    35.591300000000
   -117.04220000000    35.594500000000
   -117.01770000000    35.597700000000
   -116.98930000000    35.602500000000
   -116.96930000000    35.605400000000
   -116.94850000000    35.608100000000
   -116.91880000000    35.609400000000
   -116.89520000000    35.609400000000
   -116.87320000000    35.609400000000
   -116.84540000000    35.604500000000
   -116.81310000000    35.600400000000
   -116.78840000000    35.597700000000
   -116.76740000000    35.597400000000
   -116.74090000000    35.597700000000
   -116.71520000000    35.595700000000
   -116.68630000000    35.596600000000
   -116.65150000000    35.596600000000
   -116.61920000000    35.597700000000
   -116.59360000000    35.596700000000
   -116.57020000000    35.595900000000
   -116.54260000000    35.595500000000
   -116.51290000000    35.595900000000
   -116.48560000000    35.595600000000
   -116.45620000000    35.597200000000
   -116.42710000000    35.599800000000
   -116.40010000000    35.600400000000
   -116.37210000000    35.602700000000
   -116.35320000000    35.602300000000
   -116.33290000000    35.602000000000
> break
   -118.89880000000    34.818500000000
   -118.88570000000    34.818400000000
   -118.87260000000    34.820000000000
   -118.85650000000    34.822800000000
   -118.84120000000    34.828500000000
   -118.82280000000    34.835700000000
   -118.80780000000    34.842500000000
   -118.78770000000    34.848300000000
   -118.76870000000    34.860300000000
   -118.76010000000    34.864700000000
   -118.74460000000    34.875100000000
   -118.72410000000    34.885700000000
   -118.70190000000    34.895100000000
> break
   -118.70450000000    34.893200000000
   -118.69710000000    34.895700000000
   -118.68820000000    34.898600000000
   -118.68210000000    34.901300000000
   -118.67560000000    34.904800000000
   -118.66840000000    34.908300000000
   -118.66340000000    34.911700000000
   -118.65520000000    34.916200000000
   -118.64780000000    34.920500000000
   -118.64040000000    34.923000000000
   -118.63180000000    34.923300000000
   -118.62080000000    34.925300000000
   -118.61410000000    34.927200000000
   -118.60710000000    34.928900000000
   -118.60210000000    34.931400000000
   -118.59190000000    34.935500000000
   -118.58450000000    34.941200000000
   -118.57840000000    34.942800000000
   -118.57000000000    34.945400000000
   -118.56300000000    34.949800000000
   -118.55770000000    34.953200000000
   -118.55230000000    34.955800000000
   -118.54800000000    34.958700000000
   -118.53980000000    34.960900000000
   -118.53330000000    34.962400000000
   -118.52530000000    34.965600000000
   -118.51450000000    34.970200000000
   -118.50880000000    34.972700000000
   -118.49800000000    34.975100000000
   -118.49110000000    34.978300000000
   -118.48450000000    34.982200000000
   -118.47670000000    34.985100000000
   -118.46660000000    34.988700000000
   -118.45960000000    34.991900000000
   -118.45160000000    34.998200000000
   -118.44330000000    35.003100000000
> break
   -119.28870000000    34.936500000000
   -119.26480000000    34.938800000000
   -119.25240000000    34.942500000000
   -119.24090000000    34.944900000000
> break
   -119.06510000000    35.000900000000
   -119.05250000000    35.001500000000
> break
   -118.95630000000    34.935700000000
   -118.94140000000    34.935400000000
> break
   -118.87580000000    34.931900000000
   -118.85150000000    34.931700000000
> break
   -116.23280000000    34.953100000000
   -116.22050000000    34.942600000000
   -116.21090000000    34.931500000000
   -116.20100000000    34.921100000000
   -116.19500000000    34.908700000000
   -116.19330000000    34.891800000000
   -116.19380000000    34.876000000000
   -116.19740000000    34.857300000000
   -116.19980000000    34.842200000000
   -116.20010000000    34.828800000000
   -116.19750000000    34.813300000000
   -116.19190000000    34.800000000000
   -116.18420000000    34.787100000000
   -116.17500000000    34.772400000000
   -116.16850000000    34.760900000000
   -116.16610000000    34.747800000000
   -116.16490000000    34.733100000000
   -116.16040000000    34.718500000000
   -116.15240000000    34.705800000000
   -116.14190000000    34.694700000000
   -116.12950000000    34.678700000000
   -116.11310000000    34.660400000000
   -116.10110000000    34.647400000000
   -116.08200000000    34.628300000000
   -116.06290000000    34.610200000000
   -116.04750000000    34.593200000000
   -116.03310000000    34.575900000000
   -116.01830000000    34.556400000000
   -116.00160000000    34.541700000000
   -115.98420000000    34.527800000000
   -115.96630000000    34.512100000000
   -115.95100000000    34.498900000000
   -115.92970000000    34.483200000000
   -115.90460000000    34.466000000000
   -115.88250000000    34.448200000000
   -115.86150000000    34.432700000000
> break
   -116.91410000000    34.978900000000
   -116.90540000000    34.969600000000
   -116.89710000000    34.953100000000
   -116.87380000000    34.945800000000
   -116.85710000000    34.939400000000
   -116.84550000000    34.934700000000
   -116.82810000000    34.929100000000
   -116.80900000000    34.924000000000
   -116.79330000000    34.919400000000
   -116.77490000000    34.912600000000
   -116.76250000000    34.905400000000
   -116.74600000000    34.892200000000
   -116.73570000000    34.880300000000
   -116.72860000000    34.872200000000
   -116.71740000000    34.861400000000
   -116.70890000000    34.854100000000
   -116.68390000000    34.836600000000
   -116.65810000000    34.813900000000
   -116.64780000000    34.802600000000
   -116.63420000000    34.788400000000
   -116.61560000000    34.768600000000
   -116.60410000000    34.756600000000
   -116.58430000000    34.737400000000
   -116.56520000000    34.719700000000
   -116.55370000000    34.707700000000
   -116.54250000000    34.698900000000
   -116.53590000000    34.690800000000
   -116.52640000000    34.683600000000
   -116.51570000000    34.677100000000
   -116.50020000000    34.667200000000
> break
   -119.02270000000    35.006100000000
   -119.00730000000    35.014200000000
   -118.99520000000    35.021300000000
   -118.98420000000    35.027200000000
   -118.96570000000    35.040100000000
   -118.94800000000    35.049300000000
   -118.93630000000    35.055000000000
   -118.92140000000    35.063500000000
   -118.91100000000    35.071500000000
   -118.90250000000    35.079200000000
   -118.89450000000    35.085900000000
   -118.88410000000    35.093600000000
   -118.87050000000    35.104900000000
   -118.85730000000    35.114000000000
   -118.84000000000    35.124300000000
   -118.82920000000    35.131200000000
   -118.81490000000    35.140600000000
   -118.79800000000    35.153600000000
   -118.77980000000    35.167100000000
   -118.77140000000    35.175400000000
   -118.76160000000    35.187500000000
   -118.75330000000    35.193700000000
   -118.74580000000    35.199800000000
   -118.73380000000    35.201500000000
   -118.71240000000    35.206500000000
   -118.69910000000    35.210800000000
   -118.68710000000    35.219300000000
   -118.67870000000    35.227600000000
   -118.67150000000    35.233800000000
   -118.66360000000    35.239500000000
   -118.65340000000    35.246800000000
   -118.64040000000    35.250900000000
   -118.62390000000    35.258200000000
   -118.61010000000    35.265800000000
   -118.60100000000    35.271500000000
   -118.59260000000    35.276800000000
   -118.58410000000    35.283800000000
   -118.57590000000    35.293400000000
   -118.56880000000    35.303100000000
   -118.56410000000    35.310600000000
   -118.55710000000    35.316900000000
   -118.54800000000    35.326100000000
   -118.54190000000    35.337600000000
> break
   -119.08440000000    35.081100000000
   -119.07450000000    35.081200000000
   -119.06400000000    35.081100000000
   -119.05260000000    35.080800000000
   -119.03880000000    35.082800000000
   -119.02620000000    35.079100000000
> break
   -119.00650000000    35.111300000000
   -118.99390000000    35.114200000000
   -118.98110000000    35.120000000000
   -118.96490000000    35.126200000000
   -118.94640000000    35.132300000000
   -118.92780000000    35.136300000000
   -118.91240000000    35.137500000000
   -118.89760000000    35.140500000000
   -118.88400000000    35.145400000000
   -118.87450000000    35.152600000000
   -118.86950000000    35.160800000000
   -118.86350000000    35.166100000000
   -118.85290000000    35.167700000000
   -118.84200000000    35.166700000000
> break
   -120.00790000000    35.042000000000
   -119.99930000000    35.035300000000
   -119.98860000000    35.030000000000
   -119.97730000000    35.022000000000
   -119.96260000000    35.009900000000
> break
   -119.89340000000    34.960500000000
   -119.88330000000    34.957000000000
   -119.87390000000    34.949000000000
   -119.85640000000    34.942200000000
   -119.83950000000    34.937200000000
   -119.82420000000    34.935800000000
   -119.80450000000    34.933300000000
   -119.78700000000    34.929400000000
   -119.77290000000    34.923700000000
   -119.75000000000    34.920000000000
   -119.73490000000    34.908100000000
   -119.72570000000    34.905000000000
   -119.70790000000    34.896500000000
   -119.69520000000    34.887900000000
   -119.68230000000    34.881100000000
   -119.66860000000    34.872600000000
   -119.65790000000    34.868500000000
   -119.64850000000    34.859600000000
   -119.64830000000    34.846100000000
   -119.64290000000    34.843300000000
   -119.63640000000    34.839000000000
   -119.62910000000    34.834300000000
   -119.62320000000    34.830300000000
   -119.61500000000    34.824800000000
   -119.60440000000    34.819000000000
   -119.59520000000    34.814400000000
   -119.58530000000    34.809000000000
   -119.57630000000    34.804000000000
   -119.56670000000    34.801800000000
   -119.55590000000    34.799300000000
   -119.54520000000    34.797800000000
   -119.53520000000    34.797500000000
   -119.52150000000    34.794800000000
   -119.51100000000    34.792700000000
   -119.50410000000    34.789800000000
   -119.48680000000    34.781100000000
   -119.47530000000    34.774900000000
   -119.46420000000    34.768100000000
   -119.45500000000    34.761700000000
   -119.44520000000    34.754800000000
   -119.43600000000    34.746200000000
   -119.42800000000    34.740800000000
   -119.41630000000    34.734700000000
   -119.40590000000    34.728200000000
   -119.39530000000    34.720600000000
   -119.38440000000    34.712200000000
   -119.37210000000    34.700400000000
   -119.36520000000    34.694400000000
   -119.35790000000    34.688000000000
   -119.35310000000    34.683700000000
   -119.33990000000    34.667000000000
> break
   -117.75820000000    35.215600000000
   -117.74670000000    35.210800000000
   -117.73060000000    35.204400000000
   -117.70840000000    35.195300000000
   -117.68880000000    35.186600000000
   -117.67210000000    35.179700000000
   -117.65550000000    35.171500000000
   -117.63720000000    35.160800000000
   -117.62300000000    35.149200000000
   -117.61000000000    35.140600000000
   -117.59630000000    35.131300000000
   -117.58010000000    35.125200000000
   -117.55970000000    35.115700000000
   -117.53220000000    35.099200000000
   -117.50680000000    35.084900000000
   -117.48080000000    35.068800000000
   -117.45840000000    35.057300000000
   -117.44140000000    35.047500000000
   -117.42240000000    35.038300000000
   -117.40180000000    35.030400000000
   -117.37350000000    35.019200000000
   -117.34810000000    35.009100000000
   -117.32580000000    35.001800000000
> break
   -117.27500000000    34.953100000000
   -117.26070000000    34.953100000000
   -117.24460000000    34.947200000000
   -117.21320000000    34.930800000000
   -117.19530000000    34.920100000000
   -117.17960000000    34.912200000000
   -117.15980000000    34.904000000000
   -117.13410000000    34.886900000000
   -117.11680000000    34.877000000000
   -117.10650000000    34.871100000000
   -117.09350000000    34.863300000000
   -117.08070000000    34.858100000000
   -117.06740000000    34.848800000000
   -117.05610000000    34.841500000000
   -117.04810000000    34.836200000000
   -117.03780000000    34.827900000000
   -117.02850000000    34.820200000000
   -117.02110000000    34.815100000000
   -117.00980000000    34.806100000000
   -116.99850000000    34.800300000000
   -116.98840000000    34.794600000000
   -116.97990000000    34.787700000000
   -116.96950000000    34.783400000000
   -116.95910000000    34.775500000000
   -116.94270000000    34.763800000000
   -116.92950000000    34.752400000000
   -116.91960000000    34.740700000000
   -116.90820000000    34.722400000000
   -116.89920000000    34.706200000000
   -116.89360000000    34.699100000000
   -116.88960000000    34.692600000000
   -116.88340000000    34.682500000000
   -116.87980000000    34.678700000000
   -116.87450000000    34.672900000000
> break
   -117.57510000000    35.316800000000
   -117.56740000000    35.308800000000
   -117.55900000000    35.302300000000
   -117.54470000000    35.289600000000
   -117.53220000000    35.279000000000
   -117.50970000000    35.266900000000
   -117.48670000000    35.251300000000
   -117.46990000000    35.240500000000
   -117.45350000000    35.230200000000
   -117.43270000000    35.218700000000
   -117.41620000000    35.210000000000
   -117.39500000000    35.199200000000
   -117.37940000000    35.187500000000
   -117.35940000000    35.182100000000
   -117.33410000000    35.169400000000
   -117.32020000000    35.161700000000
   -117.29410000000    35.146900000000
   -117.26700000000    35.126700000000
   -117.23930000000    35.110100000000
   -117.21560000000    35.090400000000
   -117.18820000000    35.068400000000
   -117.16200000000    35.045500000000
   -117.14170000000    35.029800000000
   -117.12900000000    35.021300000000
   -117.11540000000    35.008800000000
   -117.09480000000    35.000000000000
   -117.09040000000    34.982000000000
   -117.07640000000    34.970200000000
   -117.05460000000    34.953100000000
   -117.03940000000    34.947600000000
   -117.02340000000    34.936500000000
   -117.00670000000    34.928200000000
   -116.98880000000    34.914500000000
   -116.97500000000    34.901700000000
   -116.96400000000    34.890500000000
   -116.94910000000    34.877000000000
> break
   -117.41090000000    35.456700000000
   -117.38850000000    35.439500000000
   -117.37010000000    35.424500000000
   -117.35770000000    35.410800000000
   -117.34220000000    35.398500000000
   -117.33080000000    35.375000000000
   -117.32250000000    35.375000000000
   -117.30530000000    35.367600000000
   -117.28620000000    35.348600000000
   -117.28060000000    35.339800000000
   -117.26390000000    35.323400000000
   -117.24970000000    35.307100000000
   -117.23930000000    35.293000000000
   -117.22480000000    35.272900000000
   -117.21780000000    35.261600000000
   -117.20480000000    35.241200000000
   -117.18830000000    35.222400000000
   -117.16970000000    35.206200000000
   -117.15160000000    35.188400000000
   -117.13370000000    35.176900000000
   -117.10930000000    35.146900000000
   -117.09920000000    35.132600000000
> break
   -119.09590000000    35.595500000000
   -119.08900000000    35.588700000000
   -119.08260000000    35.582000000000
   -119.07730000000    35.573500000000
   -119.07170000000    35.561700000000
> break
   -119.01750000000    35.499600000000
   -119.01710000000    35.490800000000
   -119.01680000000    35.481300000000
   -119.01690000000    35.470700000000
   -119.01900000000    35.457900000000
   -119.02450000000    35.447900000000
   -119.02860000000    35.440500000000
   -119.03100000000    35.435900000000
> break
   -118.87630000000    35.419300000000
   -118.86640000000    35.410500000000
   -118.85510000000    35.402100000000
   -118.84360000000    35.394300000000
   -118.83120000000    35.386700000000
   -118.81870000000    35.380400000000
   -118.80540000000    35.374300000000
   -118.79480000000    35.369300000000
   -118.78410000000    35.362600000000
   -118.77270000000    35.356400000000
> break
   -118.86370000000    35.345700000000
   -118.84540000000    35.345400000000
   -118.83040000000    35.344700000000
   -118.81520000000    35.344700000000
   -118.80500000000    35.343200000000
> break
   -118.81980000000    35.405000000000
   -118.80830000000    35.398100000000
   -118.79640000000    35.392400000000
> break
   -120.27400000000    35.672200000000
   -120.27540000000    35.664100000000
   -120.27480000000    35.655300000000
   -120.27440000000    35.643000000000
   -120.27290000000    35.634000000000
   -120.27250000000    35.625700000000
   -120.27080000000    35.617900000000
   -120.26920000000    35.609900000000
   -120.26460000000    35.600900000000
   -120.25710000000    35.589600000000
   -120.25100000000    35.577800000000
   -120.24330000000    35.565500000000
   -120.23750000000    35.555500000000
   -120.23130000000    35.544500000000
   -120.22630000000    35.534900000000
   -120.22090000000    35.522900000000
   -120.21650000000    35.511200000000
   -120.21030000000    35.499600000000
   -120.20170000000    35.485500000000
   -120.19430000000    35.476800000000
   -120.18610000000    35.467700000000
   -120.17940000000    35.459200000000
   -120.17190000000    35.446900000000
   -120.16580000000    35.435100000000
   -120.15840000000    35.422400000000
   -120.15260000000    35.409300000000
   -120.14660000000    35.393500000000
   -120.14400000000    35.378400000000
   -120.14140000000    35.368300000000
   -120.14000000000    35.357900000000
   -120.13940000000    35.348900000000
   -120.13920000000    35.336600000000
   -120.13340000000    35.326900000000
   -120.12500000000    35.318000000000
   -120.11800000000    35.310000000000
   -120.10840000000    35.300200000000
   -120.09810000000    35.291900000000
   -120.08930000000    35.285700000000
   -120.08130000000    35.278300000000
   -120.06960000000    35.267000000000
   -120.05880000000    35.257200000000
   -120.04880000000    35.247500000000
   -120.04010000000    35.239400000000
   -120.03030000000    35.229600000000
   -120.01930000000    35.218500000000
   -120.01130000000    35.210300000000
   -120.00360000000    35.200600000000
   -119.99690000000    35.192100000000
   -119.99060000000    35.184100000000
   -119.97240000000    35.168600000000
   -119.96810000000    35.163100000000
   -119.96030000000    35.155900000000
   -119.95240000000    35.150200000000
   -119.94160000000    35.142500000000
> break
   -120.23090000000    35.540400000000
   -120.23050000000    35.532800000000
   -120.22850000000    35.524800000000
   -120.22600000000    35.514100000000
   -120.22330000000    35.505900000000
   -120.22010000000    35.496800000000
   -120.21980000000    35.490100000000
   -120.22010000000    35.481500000000
   -120.22060000000    35.470600000000
   -120.22020000000    35.462300000000
   -120.21930000000    35.454300000000
   -120.21680000000    35.445300000000
   -120.21150000000    35.437500000000
   -120.20450000000    35.430200000000
   -120.19770000000    35.421700000000
   -120.19010000000    35.411000000000
   -120.18240000000    35.399600000000
   -120.17610000000    35.391200000000
   -120.17000000000    35.382000000000
   -120.16460000000    35.373100000000
   -120.15990000000    35.365300000000
   -120.15500000000    35.357900000000
   -120.15210000000    35.351900000000
   -120.15050000000    35.342900000000
> break
   -116.82200000000    36.399800000000
   -116.81170000000    36.387300000000
   -116.80220000000    36.371500000000
   -116.79290000000    36.361100000000
   -116.78720000000    36.349300000000
   -116.78530000000    36.344600000000
   -116.77610000000    36.312500000000
   -116.77060000000    36.304500000000
   -116.76810000000    36.290900000000
   -116.76550000000    36.279700000000
   -116.76360000000    36.269900000000
   -116.76460000000    36.255800000000
   -116.76310000000    36.240200000000
   -116.76020000000    36.218700000000
   -116.75900000000    36.204900000000
   -116.75940000000    36.189800000000
   -116.75820000000    36.173100000000
   -116.75440000000    36.159300000000
   -116.74810000000    36.151800000000
   -116.73880000000    36.139700000000
   -116.73150000000    36.127100000000
   -116.72420000000    36.114400000000
   -116.71940000000    36.095300000000
   -116.72020000000    36.086900000000
   -116.72550000000    36.078100000000
   -116.73250000000    36.070100000000
   -116.73830000000    36.062700000000
   -116.74220000000    36.052800000000
   -116.74270000000    36.041500000000
   -116.74020000000    36.036400000000
   -116.73630000000    36.028300000000
   -116.73050000000    36.017400000000
   -116.72260000000    36.008100000000
   -116.71410000000    35.990500000000
   -116.70710000000    35.974000000000
   -116.70200000000    35.965700000000
   -116.69740000000    35.949200000000
   -116.68990000000    35.933200000000
   -116.67360000000    35.915800000000
   -116.65480000000    35.896000000000
   -116.64420000000    35.885500000000
   -116.63300000000    35.877200000000
   -116.62220000000    35.861700000000
   -116.60870000000    35.849100000000
   -116.59890000000    35.832300000000
   -116.58860000000    35.813800000000
   -116.57900000000    35.803200000000
   -116.56620000000    35.785700000000
   -116.54520000000    35.763500000000
> break
   -116.45010000000    35.674000000000
