> break
> break
   -116.24480000000    33.904600000000
   -116.22930000000    33.903600000000
   -116.21920000000    33.903700000000
   -116.20660000000    33.904000000000
   -116.18950000000    33.902800000000
   -116.17210000000    33.900100000000
   -116.15420000000    33.897900000000
   -116.13910000000    33.897400000000
   -116.11400000000    33.900600000000
   -116.09560000000    33.901700000000
   -116.07290000000    33.902600000000
   -116.05950000000    33.906400000000
   -116.04810000000    33.908400000000
   -116.03370000000    33.912800000000
   -116.01160000000    33.913800000000
   -115.99590000000    33.911000000000
   -115.97910000000    33.908500000000
   -115.96030000000    33.908700000000
   -115.93330000000    33.908800000000
> break
   -117.69870000000    33.967700000000
   -117.68810000000    33.955000000000
   -117.67720000000    33.942300000000
   -117.66280000000    33.928600000000
   -117.64700000000    33.911200000000
   -117.63240000000    33.896900000000
   -117.61920000000    33.883600000000
   -117.60930000000    33.873300000000
   -117.59570000000    33.860800000000
   -117.58230000000    33.848900000000
   -117.56970000000    33.836500000000
   -117.55500000000    33.822900000000
   -117.53990000000    33.810100000000
   -117.52560000000    33.796500000000
   -117.51480000000    33.787100000000
   -117.50370000000    33.777100000000
   -117.49280000000    33.766300000000
   -117.47960000000    33.754600000000
   -117.46360000000    33.742500000000
   -117.45120000000    33.733000000000
   -117.43620000000    33.722600000000
   -117.42110000000    33.714800000000
   -117.40700000000    33.708600000000
   -117.39270000000    33.701400000000
   -117.38350000000    33.688800000000
   -117.38070000000    33.675700000000
   -117.37640000000    33.662600000000
   -117.36210000000    33.650600000000
   -117.34240000000    33.639900000000
   -117.32280000000    33.629200000000
   -117.29870000000    33.612900000000
   -117.27870000000    33.597600000000
   -117.26380000000    33.590500000000
   -117.24470000000    33.579800000000
   -117.22770000000    33.567700000000
   -117.21430000000    33.554000000000
   -117.19920000000    33.540900000000
   -117.18150000000    33.523200000000
   -117.16290000000    33.507100000000
   -117.13960000000    33.487600000000
   -117.12130000000    33.470400000000
   -117.10400000000    33.454100000000
   -117.08930000000    33.441800000000
   -117.06760000000    33.423000000000
   -117.05030000000    33.408400000000
   -117.03490000000    33.395100000000
   -117.01150000000    33.375900000000
   -116.98870000000    33.354100000000
   -116.97140000000    33.340900000000
   -116.95350000000    33.328900000000
   -116.92800000000    33.314100000000
   -116.90110000000    33.300200000000
   -116.86860000000    33.282900000000
   -116.84370000000    33.269800000000
   -116.82060000000    33.259900000000
   -116.79830000000    33.250000000000
   -116.78480000000    33.243900000000
   -116.76910000000    33.233800000000
   -116.75520000000    33.225400000000
   -116.73700000000    33.210100000000
   -116.71650000000    33.194700000000
   -116.68850000000    33.174100000000
   -116.67120000000    33.160900000000
   -116.65500000000    33.149700000000
   -116.63730000000    33.137800000000
   -116.61710000000    33.123300000000
   -116.58130000000    33.094600000000
   -116.56090000000    33.079900000000
   -116.54410000000    33.068200000000
   -116.52410000000    33.054100000000
   -116.50710000000    33.040300000000
   -116.49460000000    33.029600000000
   -116.47870000000    33.019200000000
   -116.46490000000    33.011300000000
   -116.44950000000    32.999300000000
   -116.43180000000    32.985600000000
   -116.41040000000    32.976700000000
   -116.38710000000    32.969800000000
   -116.36640000000    32.966800000000
   -116.34280000000    32.965400000000
   -116.32030000000    32.964700000000
   -116.30070000000    32.959000000000
   -116.27280000000    32.943700000000
   -116.25770000000    32.930300000000
   -116.24290000000    32.906200000000
   -116.23050000000    32.895700000000
   -116.22090000000    32.884500000000
   -116.20890000000    32.872100000000
   -116.19730000000    32.860300000000
   -116.18880000000    32.850600000000
   -116.17470000000    32.838900000000
   -116.16030000000    32.831500000000
   -116.14310000000    32.826800000000
   -116.12450000000    32.822400000000
   -116.10650000000    32.819500000000
   -116.08690000000    32.814200000000
   -116.06760000000    32.805600000000
   -116.05040000000    32.796900000000
   -116.03860000000    32.790600000000
   -116.02550000000    32.785600000000
   -116.00830000000    32.781200000000
> break
   -115.89360000000    32.670900000000
   -115.88620000000    32.658500000000
   -115.86940000000    32.644400000000
   -115.85760000000    32.632800000000
> break
   -118.01790000000    33.987000000000
   -118.00480000000    33.980300000000
   -117.98590000000    33.971200000000
   -117.96270000000    33.962200000000
   -117.93130000000    33.951500000000
   -117.90430000000    33.945100000000
   -117.87900000000    33.937500000000
   -117.85050000000    33.928200000000
   -117.82030000000    33.917500000000
   -117.79220000000    33.907400000000
   -117.76650000000    33.897800000000
   -117.74110000000    33.886000000000
   -117.71740000000    33.875000000000
   -117.69870000000    33.870700000000
   -117.67710000000    33.864400000000
   -117.65600000000    33.860300000000
   -117.63570000000    33.852800000000
   -117.62160000000    33.846000000000
   -117.60210000000    33.836800000000
   -117.58950000000    33.830400000000
   -117.57660000000    33.823300000000
   -117.56110000000    33.812500000000
   -117.54790000000    33.805800000000
   -117.53050000000    33.797600000000
   -117.51050000000    33.788200000000
> break
   -120.42020000000    33.999400000000
   -120.40640000000    33.998200000000
   -120.39170000000    33.996700000000
   -120.37670000000    33.995900000000
   -120.36960000000    33.995400000000
   -120.36280000000    33.994100000000
   -120.34930000000    33.993000000000
   -120.34210000000    33.992600000000
   -120.32580000000    33.992500000000
   -120.31010000000    33.992800000000
   -120.28920000000    33.992400000000
   -120.27260000000    33.992800000000
   -120.26360000000    33.993400000000
   -120.25570000000    33.993300000000
   -120.24730000000    33.992400000000
   -120.23550000000    33.989900000000
   -120.22660000000    33.987300000000
   -120.21640000000    33.984800000000
   -120.20510000000    33.981900000000
   -120.18940000000    33.979600000000
   -120.17180000000    33.978800000000
   -120.16180000000    33.977700000000
   -120.14700000000    33.977300000000
   -120.13370000000    33.976100000000
   -120.11610000000    33.974400000000
   -120.10250000000    33.975000000000
   -120.08400000000    33.976600000000
   -120.06700000000    33.977200000000
   -120.05190000000    33.978000000000
   -120.03080000000    33.979700000000
   -120.01100000000    33.981100000000
   -120.00000000000    33.982600000000
   -120.00610000000    33.984400000000
   -120.01540000000    33.985400000000
   -120.02870000000    33.989800000000
   -120.03780000000    33.993500000000
   -120.05230000000    33.999600000000
   -120.06550000000    34.005400000000
   -120.08100000000    34.011900000000
   -120.09430000000    34.017100000000
   -120.10630000000    34.022900000000
> break
   -116.60290000000    34.017700000000
   -116.58480000000    34.026900000000
   -116.57090000000    34.037600000000
   -116.55410000000    34.051400000000
   -116.53470000000    34.062900000000
   -116.51400000000    34.077000000000
   -116.49490000000    34.087700000000
   -116.47150000000    34.099900000000
   -116.45200000000    34.108400000000
   -116.43210000000    34.114500000000
   -116.41660000000    34.119700000000
   -116.38720000000    34.134700000000
   -116.37610000000    34.138200000000
   -116.35440000000    34.142000000000
   -116.32780000000    34.144500000000
   -116.30330000000    34.147900000000
   -116.27810000000    34.146200000000
   -116.25110000000    34.143700000000
   -116.22890000000    34.142500000000
   -116.19100000000    34.143500000000
   -116.15640000000    34.139400000000
   -116.11620000000    34.133200000000
   -116.08450000000    34.128800000000
   -116.05300000000    34.123700000000
   -116.02100000000    34.120100000000
   -115.99940000000    34.117000000000
   -115.97510000000    34.113600000000
   -115.94790000000    34.112700000000
   -115.92600000000    34.110900000000
   -115.89880000000    34.107800000000
   -115.87530000000    34.103900000000
   -115.84880000000    34.099000000000
> break
   -118.37480000000    34.020800000000
   -118.36920000000    34.000000000000
   -118.35980000000    33.989500000000
   -118.35370000000    33.976600000000
   -118.34310000000    33.963100000000
   -118.33270000000    33.951300000000
   -118.31980000000    33.937300000000
   -118.30570000000    33.922600000000
   -118.29550000000    33.909200000000
   -118.28370000000    33.897800000000
   -118.27140000000    33.886300000000
   -118.25570000000    33.871100000000
   -118.23810000000    33.858600000000
   -118.22130000000    33.845300000000
   -118.20730000000    33.831500000000
   -118.19110000000    33.815900000000
   -118.17640000000    33.802800000000
   -118.16080000000    33.788600000000
   -118.14010000000    33.772100000000
   -118.12040000000    33.750000000000
   -118.10420000000    33.747000000000
   -118.08640000000    33.736100000000
   -118.07310000000    33.726000000000
   -118.05740000000    33.713700000000
   -118.04280000000    33.701700000000
   -118.02490000000    33.685800000000
   -118.00600000000    33.668600000000
   -117.99190000000    33.657100000000
   -117.97580000000    33.645300000000
   -117.95990000000    33.635500000000
   -117.94360000000    33.626500000000
   -117.93030000000    33.620700000000
> break
   -118.50370000000    34.026900000000
   -118.48740000000    34.028500000000
   -118.46980000000    34.034500000000
   -118.45230000000    34.041800000000
   -118.43490000000    34.050900000000
   -118.41710000000    34.057400000000
   -118.40440000000    34.063500000000
   -118.39110000000    34.070100000000
   -118.37800000000    34.075700000000
   -118.35960000000    34.082800000000
   -118.33840000000    34.088700000000
   -118.32250000000    34.093800000000
   -118.31000000000    34.095400000000
   -118.29630000000    34.099100000000
   -118.28160000000    34.103300000000
   -118.27140000000    34.103000000000
   -118.25920000000    34.106000000000
   -118.25010000000    34.108200000000
   -118.23910000000    34.109800000000
   -118.22350000000    34.111400000000
   -118.20950000000    34.111500000000
   -118.19690000000    34.110400000000
   -118.18720000000    34.109800000000
   -118.17460000000    34.109100000000
   -118.16320000000    34.108900000000
   -118.14990000000    34.109300000000
   -118.13900000000    34.107300000000
> break
   -117.24880000000    34.030700000000
   -117.22770000000    34.023100000000
   -117.20630000000    34.019000000000
   -117.18930000000    34.018400000000
   -117.16940000000    34.000000000000
   -117.15400000000    34.000000000000
   -117.13200000000    34.000000000000
   -117.12050000000    33.999700000000
   -117.08570000000    33.988400000000
   -117.04510000000    33.983900000000
   -117.02990000000    33.980900000000
   -117.01350000000    33.976200000000
   -116.99830000000    33.971800000000
   -116.98000000000    33.967800000000
   -116.95630000000    33.963800000000
   -116.93320000000    33.957500000000
   -116.90690000000    33.951200000000
   -116.88280000000    33.948500000000
   -116.86480000000    33.948300000000
   -116.83700000000    33.946900000000
   -116.81680000000    33.945000000000
   -116.79950000000    33.944000000000
   -116.77990000000    33.943400000000
   -116.76740000000    33.944200000000
   -116.74480000000    33.943600000000
   -116.72450000000    33.942200000000
   -116.69180000000    33.939100000000
   -116.67610000000    33.938800000000
   -116.65510000000    33.938900000000
   -116.63470000000    33.936200000000
   -116.61600000000    33.932500000000
   -116.59690000000    33.928500000000
   -116.57350000000    33.922500000000
   -116.55530000000    33.917500000000
   -116.53630000000    33.910400000000
   -116.51940000000    33.905200000000
   -116.49710000000    33.896300000000
   -116.47320000000    33.888300000000
   -116.44730000000    33.879200000000
   -116.41810000000    33.869700000000
   -116.39000000000    33.859400000000
   -116.36370000000    33.847600000000
   -116.34560000000    33.839700000000
   -116.32980000000    33.831700000000
   -116.31220000000    33.821300000000
   -116.28970000000    33.809100000000
   -116.26160000000    33.792600000000
> break
   -118.92180000000    34.037300000000
   -118.90880000000    34.036400000000
   -118.89120000000    34.036200000000
   -118.87220000000    34.036100000000
   -118.85220000000    34.036200000000
   -118.83500000000    34.037400000000
   -118.82240000000    34.038400000000
   -118.80610000000    34.034000000000
   -118.78790000000    34.028500000000
   -118.76620000000    34.027200000000
   -118.74510000000    34.028000000000
   -118.72430000000    34.026900000000
   -118.70820000000    34.026800000000
   -118.69470000000    34.028000000000
   -118.66830000000    34.026800000000
   -118.65770000000    34.025400000000
   -118.64740000000    34.023700000000
   -118.63870000000    34.022900000000
   -118.62590000000    34.022000000000
   -118.61000000000    34.020600000000
   -118.59680000000    34.020000000000
   -118.58050000000    34.019600000000
   -118.56330000000    34.020900000000
   -118.55130000000    34.021800000000
   -118.53990000000    34.022400000000
   -118.52920000000    34.022600000000
   -118.51720000000    34.023900000000
> break
   -120.05550000000    34.093700000000
   -120.04290000000    34.088900000000
   -120.00000000000    34.093800000000
> break
   -119.98670000000    34.050700000000
   -119.97280000000    34.047400000000
   -119.95640000000    34.043800000000
   -119.93470000000    34.036900000000
   -119.91040000000    34.028600000000
   -119.90030000000    34.026800000000
   -119.88640000000    34.025500000000
   -119.87020000000    34.022800000000
   -119.85080000000    34.019000000000
   -119.83010000000    34.015600000000
   -119.81000000000    34.010400000000
   -119.78910000000    34.006800000000
   -119.76840000000    34.003100000000
   -119.74960000000    33.999200000000
   -119.72810000000    33.995300000000
   -119.70410000000    33.990300000000
   -119.68030000000    33.984400000000
   -119.65900000000    33.981500000000
   -119.63630000000    33.977200000000
   -119.61230000000    33.971900000000
   -119.59080000000    33.970400000000
   -119.56890000000    33.969800000000
   -119.54780000000    33.970900000000
   -119.52490000000    33.972000000000
   -119.50470000000    33.972600000000
   -119.48830000000    33.973100000000
   -119.47060000000    33.973500000000
   -119.44930000000    33.975600000000
   -119.43030000000    33.977000000000
   -119.41610000000    33.977400000000
> break
   -118.12570000000    34.106700000000
   -118.11560000000    34.106900000000
   -118.10460000000    34.109600000000
   -118.09340000000    34.112600000000
   -118.08050000000    34.115200000000
   -118.06910000000    34.119400000000
   -118.05850000000    34.124100000000
   -118.04540000000    34.130400000000
   -118.02980000000    34.136100000000
   -118.01610000000    34.140800000000
   -118.00440000000    34.144800000000
   -117.99590000000    34.148400000000
   -117.98480000000    34.154800000000
> break
   -119.25390000000    34.223600000000
   -119.24020000000    34.228400000000
   -119.22760000000    34.231800000000
   -119.21170000000    34.237400000000
   -119.19630000000    34.242000000000
   -119.18020000000    34.247900000000
   -119.16240000000    34.258800000000
   -119.14620000000    34.270100000000
   -119.13460000000    34.279700000000
   -119.12210000000    34.288800000000
   -119.10890000000    34.298900000000
   -119.09750000000    34.308700000000
   -119.08630000000    34.315900000000
   -119.07650000000    34.321400000000
   -119.06740000000    34.328000000000
   -119.05910000000    34.334900000000
   -119.04970000000    34.340000000000
   -119.03500000000    34.345200000000
   -119.01980000000    34.347400000000
   -119.00490000000    34.347000000000
   -118.98930000000    34.344100000000
   -118.97300000000    34.343200000000
   -118.95720000000    34.346100000000
   -118.94120000000    34.350700000000
   -118.92540000000    34.359100000000
   -118.91170000000    34.364600000000
   -118.90070000000    34.366600000000
   -118.88990000000    34.367200000000
   -118.87880000000    34.367200000000
   -118.86700000000    34.367200000000
   -118.85350000000    34.367200000000
> break
   -118.46930000000    34.282000000000
   -118.44980000000    34.285300000000
   -118.43410000000    34.285400000000
   -118.41910000000    34.286500000000
   -118.40440000000    34.286300000000
   -118.38590000000    34.286000000000
   -118.36590000000    34.281400000000
   -118.34520000000    34.275900000000
   -118.32680000000    34.272900000000
   -118.30900000000    34.269000000000
   -118.29680000000    34.261800000000
   -118.28460000000    34.250000000000
   -118.27130000000    34.247300000000
   -118.25590000000    34.236600000000
   -118.24040000000    34.226300000000
   -118.22600000000    34.217900000000
   -118.21240000000    34.212000000000
   -118.19450000000    34.205300000000
   -118.17490000000    34.199100000000
   -118.16310000000    34.196300000000
   -118.14720000000    34.192300000000
   -118.13540000000    34.189000000000
   -118.12500000000    34.185300000000
   -118.11050000000    34.180500000000
   -118.09670000000    34.174500000000
   -118.08760000000    34.171900000000
   -118.06990000000    34.165200000000
   -118.05900000000    34.161500000000
   -118.04680000000    34.158600000000
   -118.02980000000    34.155900000000
   -118.01560000000    34.153300000000
   -118.00180000000    34.148900000000
   -117.98570000000    34.146300000000
   -117.96870000000    34.145500000000
   -117.95240000000    34.142000000000
   -117.93730000000    34.140200000000
   -117.92120000000    34.139100000000
   -117.90740000000    34.137800000000
   -117.89000000000    34.137400000000
   -117.87720000000    34.137700000000
   -117.85730000000    34.137100000000
   -117.84280000000    34.137700000000
   -117.83100000000    34.139000000000
   -117.81060000000    34.134500000000
   -117.80170000000    34.130500000000
   -117.78670000000    34.125600000000
   -117.77410000000    34.121400000000
   -117.75990000000    34.117800000000
   -117.74260000000    34.113600000000
   -117.72510000000    34.112000000000
   -117.69620000000    34.116000000000
   -117.68640000000    34.119300000000
   -117.67910000000    34.124400000000
   -117.67090000000    34.131200000000
   -117.66230000000    34.136400000000
   -117.65330000000    34.142600000000
   -117.63910000000    34.148700000000
   -117.62630000000    34.149900000000
   -117.61500000000    34.153000000000
   -117.59800000000    34.155000000000
   -117.57980000000    34.157400000000
   -117.55910000000    34.158300000000
   -117.53930000000    34.160800000000
   -117.51880000000    34.161900000000
   -117.49990000000    34.164100000000
   -117.48140000000    34.167300000000
   -117.46500000000    34.170000000000
   -117.45050000000    34.173000000000
   -117.43700000000    34.174900000000
   -117.42800000000    34.176700000000
   -117.41720000000    34.178200000000
   -117.40830000000    34.179700000000
> break
   -117.62180000000    34.310300000000
   -117.60850000000    34.298600000000
   -117.59060000000    34.290800000000
   -117.56490000000    34.279600000000
   -117.54170000000    34.250000000000
   -117.52720000000    34.250000000000
   -117.50570000000    34.245600000000
   -117.48020000000    34.232500000000
   -117.45390000000    34.212500000000
   -117.44010000000    34.206500000000
   -117.42580000000    34.197200000000
   -117.41300000000    34.187700000000
   -117.39280000000    34.170900000000
   -117.37320000000    34.151000000000
   -117.36410000000    34.139300000000
   -117.35230000000    34.128100000000
   -117.33960000000    34.115500000000
   -117.32310000000    34.099600000000
   -117.30530000000    34.082700000000
   -117.28970000000    34.066800000000
   -117.27210000000    34.051500000000
   -117.25870000000    34.039600000000
   -117.24840000000    34.029300000000
   -117.23480000000    34.016300000000
   -117.21760000000    34.000000000000
   -117.20290000000    33.992100000000
   -117.18530000000    33.977900000000
   -117.17050000000    33.965000000000
   -117.15670000000    33.954000000000
   -117.14520000000    33.944000000000
   -117.13180000000    33.933600000000
   -117.12300000000    33.924000000000
   -117.11700000000    33.915100000000
   -117.10760000000    33.902000000000
   -117.09840000000    33.891700000000
   -117.08850000000    33.881400000000
   -117.07930000000    33.870100000000
   -117.06340000000    33.852600000000
   -117.04790000000    33.839900000000
   -117.03450000000    33.827300000000
   -117.01700000000    33.811800000000
   -117.00450000000    33.800800000000
   -116.98670000000    33.785800000000
   -116.96200000000    33.771600000000
   -116.94250000000    33.758000000000
   -116.91720000000    33.741500000000
   -116.89740000000    33.727400000000
   -116.87380000000    33.713300000000
   -116.84910000000    33.700700000000
   -116.82410000000    33.686900000000
   -116.79780000000    33.669600000000
   -116.77740000000    33.656900000000
   -116.75470000000    33.642500000000
   -116.71490000000    33.618200000000
   -116.68470000000    33.594800000000
   -116.66910000000    33.586100000000
   -116.65620000000    33.577500000000
   -116.64690000000    33.571700000000
   -116.63190000000    33.565300000000
   -116.60530000000    33.553900000000
   -116.58960000000    33.542800000000
   -116.57040000000    33.526300000000
   -116.54990000000    33.511100000000
   -116.53370000000    33.500400000000
   -116.51120000000    33.484800000000
   -116.48890000000    33.475300000000
   -116.46670000000    33.464400000000
   -116.44260000000    33.445700000000
   -116.41810000000    33.433300000000
   -116.39230000000    33.420700000000
   -116.36980000000    33.410700000000
   -116.33830000000    33.394100000000
   -116.31330000000    33.381000000000
   -116.29950000000    33.371700000000
   -116.28790000000    33.361800000000
   -116.26740000000    33.349800000000
   -116.24650000000    33.341500000000
   -116.22820000000    33.331300000000
   -116.20870000000    33.320500000000
   -116.19100000000    33.310400000000
   -116.17620000000    33.299700000000
   -116.15360000000    33.287300000000
   -116.14140000000    33.279000000000
   -116.12510000000    33.265700000000
> break
   -117.10530000000    33.910800000000
   -117.09240000000    33.898500000000
   -117.07800000000    33.886700000000
   -117.06220000000    33.874900000000
   -117.04070000000    33.861500000000
   -117.02330000000    33.849300000000
   -117.00870000000    33.839700000000
   -116.99190000000    33.827400000000
   -116.97890000000    33.818900000000
   -116.96220000000    33.809300000000
   -116.95080000000    33.802600000000
   -116.93720000000    33.796800000000
   -116.92450000000    33.794200000000
   -116.90800000000    33.792300000000
   -116.89320000000    33.792400000000
   -116.88080000000    33.793000000000
   -116.87050000000    33.792000000000
   -116.85610000000    33.784100000000
   -116.84070000000    33.772600000000
   -116.82340000000    33.758900000000
   -116.80990000000    33.747100000000
   -116.79140000000    33.730200000000
   -116.77940000000    33.723100000000
   -116.76930000000    33.717400000000
   -116.75610000000    33.711400000000
   -116.74090000000    33.703400000000
   -116.72650000000    33.695700000000
   -116.70940000000    33.685700000000
   -116.69620000000    33.679900000000
   -116.67670000000    33.670400000000
> break
   -116.51820000000    33.483700000000
   -116.51410000000    33.469700000000
   -116.50980000000    33.458800000000
   -116.50090000000    33.446500000000
   -116.49030000000    33.436100000000
   -116.47710000000    33.425000000000
   -116.46240000000    33.415500000000
   -116.44900000000    33.407000000000
   -116.43650000000    33.397200000000
   -116.42370000000    33.387000000000
   -116.41090000000    33.377200000000
   -116.39740000000    33.368600000000
   -116.38390000000    33.357300000000
   -116.37240000000    33.349600000000
   -116.35960000000    33.339500000000
   -116.34720000000    33.330100000000
   -116.33420000000    33.319100000000
   -116.31820000000    33.303100000000
   -116.30180000000    33.288200000000
   -116.28790000000    33.275700000000
   -116.27200000000    33.261400000000
   -116.25850000000    33.248500000000
   -116.24470000000    33.238500000000
   -116.23060000000    33.225400000000
   -116.21850000000    33.214300000000
   -116.20590000000    33.205200000000
   -116.18340000000    33.196600000000
   -116.16810000000    33.190200000000
   -116.15800000000    33.181100000000
   -116.14710000000    33.170600000000
   -116.13760000000    33.162000000000
   -116.12750000000    33.151500000000
   -116.11880000000    33.143200000000
   -116.10440000000    33.133200000000
   -116.09030000000    33.124900000000
   -116.07500000000    33.114500000000
   -116.06130000000    33.101600000000
   -116.04760000000    33.089200000000
   -116.03470000000    33.074200000000
   -116.02130000000    33.058600000000
   -116.00870000000    33.041900000000
   -115.99500000000    33.028100000000
   -115.98360000000    33.017600000000
   -115.97520000000    33.011700000000
> break
   -116.63850000000    33.571800000000
   -116.62320000000    33.567700000000
   -116.60780000000    33.560700000000
   -116.59250000000    33.554700000000
   -116.57630000000    33.545600000000
   -116.55890000000    33.536400000000
   -116.54130000000    33.528000000000
   -116.52710000000    33.523000000000
   -116.50990000000    33.513700000000
   -116.49160000000    33.505900000000
   -116.47410000000    33.501700000000
