x y z ux uy uz sxx syy szz syz sxz sxy
(km) (km) (km) (m) (m) (m) (bar) (bar) (bar) (bar) (bar) (bar)
  -42.0000  -22.0000   -7.5000    0.0813    0.0678    0.0033    1.6691    0.4240    0.0043    0.1745    0.2914    1.2088 
  -42.0000  -18.0000   -7.5000    0.0858    0.0673    0.0019    1.9137    0.2666   -0.0096    0.1558    0.3058    1.2042 
  -42.0000  -14.0000   -7.5000    0.0892    0.0656    0.0002    2.1547    0.0730   -0.0291    0.1286    0.3086    1.1515 
  -42.0000  -10.0000   -7.5000    0.0911    0.0627   -0.0018    2.3736   -0.1536   -0.0543    0.0943    0.2959    1.0367 
  -42.0000   -6.0000   -7.5000    0.0909    0.0583   -0.0040    2.5415   -0.4026   -0.0834    0.0566    0.2649    0.8453 
  -42.0000   -2.0000   -7.5000    0.0879    0.0525   -0.0064    2.6161   -0.6518   -0.1120    0.0215    0.2163    0.5671 
  -42.0000    2.0000   -7.5000    0.0817    0.0456   -0.0088    2.5407   -0.8643   -0.1339   -0.0048    0.1554    0.2067 
  -42.0000    6.0000   -7.5000    0.0720    0.0381   -0.0111    2.2575   -0.9926   -0.1431   -0.0192    0.0909   -0.1994 
  -42.0000   10.0000   -7.5000    0.0592    0.0307   -0.0134    1.7424   -0.9994   -0.1374   -0.0247    0.0298   -0.5731 
  -42.0000   14.0000   -7.5000    0.0444    0.0244   -0.0155    1.0505   -0.8907   -0.1211   -0.0260   -0.0283   -0.8147 
  -42.0000   18.0000   -7.5000    0.0294    0.0196   -0.0177    0.3217   -0.7263   -0.1024   -0.0224   -0.0878   -0.8606 
  -42.0000   22.0000   -7.5000    0.0160    0.0164   -0.0196   -0.2830   -0.5847   -0.0872   -0.0076   -0.1459   -0.7288 
  -42.0000   26.0000   -7.5000    0.0056    0.0145   -0.0212   -0.6656   -0.5116   -0.0766    0.0206   -0.1901   -0.5035 
  -42.0000   30.0000   -7.5000   -0.0015    0.0130   -0.0221   -0.8211   -0.5036   -0.0679    0.0550   -0.2080   -0.2774 
  -42.0000   34.0000   -7.5000   -0.0057    0.0115   -0.0222   -0.8083   -0.5280   -0.0585    0.0842   -0.1981   -0.1089 
  -42.0000   38.0000   -7.5000   -0.0077    0.0098   -0.0216   -0.7027   -0.5510   -0.0480    0.1007   -0.1689   -0.0136 
  -42.0000   42.0000   -7.5000   -0.0082    0.0079   -0.0205   -0.5657   -0.5527   -0.0374    0.1036   -0.1316    0.0208 
  -42.0000   46.0000   -7.5000   -0.0079    0.0059   -0.0191   -0.4341   -0.5287   -0.0277    0.0964   -0.0951    0.0166 
  -42.0000   50.0000   -7.5000   -0.0072    0.0038   -0.0175   -0.3240   -0.4840   -0.0197    0.0835   -0.0641   -0.0063 
  -38.0000  -50.0000   -7.5000    0.0455    0.0574    0.0061    0.4079    0.8554    0.0189    0.1632    0.1213    0.7428 
  -38.0000  -46.0000   -7.5000    0.0507    0.0611    0.0062    0.5221    0.8898    0.0206    0.1794    0.1446    0.8460 
  -38.0000  -42.0000   -7.5000    0.0563    0.0649    0.0062    0.6611    0.9118    0.0216    0.1948    0.1710    0.9559 
  -38.0000  -38.0000   -7.5000    0.0625    0.0685    0.0061    0.8278    0.9167    0.0215    0.2085    0.2001    1.0696 
  -38.0000  -34.0000   -7.5000    0.0690    0.0719    0.0057    1.0242    0.8995    0.0194    0.2188    0.2311    1.1828 
  -38.0000  -30.0000   -7.5000    0.0758    0.0748    0.0051    1.2512    0.8547    0.0142    0.2240    0.2624    1.2900 
  -38.0000  -26.0000   -7.5000    0.0826    0.0772    0.0042    1.5082    0.7768    0.0044    0.2219    0.2916    1.3840 
  -38.0000  -22.0000   -7.5000    0.0893    0.0788    0.0030    1.7925    0.6600   -0.0118    0.2103    0.3151    1.4561 
  -38.0000  -18.0000   -7.5000    0.0954    0.0793    0.0014    2.0989    0.4987   -0.0365    0.1874    0.3282    1.4952 
  -38.0000  -14.0000   -7.5000    0.1005    0.0785   -0.0006    2.4190    0.2878   -0.0714    0.1529    0.3250    1.4875 
  -38.0000  -10.0000   -7.5000    0.1041    0.0762   -0.0029    2.7386    0.0240   -0.1166    0.1088    0.2997    1.4142 
  -38.0000   -6.0000   -7.5000    0.1054    0.0721   -0.0055    3.0317   -0.2907   -0.1687    0.0617    0.2484    1.2505 
  -38.0000   -2.0000   -7.5000    0.1035    0.0661   -0.0081    3.2498   -0.6411   -0.2187    0.0224    0.1733    0.9658 
  -38.0000    2.0000   -7.5000    0.0976    0.0582   -0.0106    3.3075   -0.9859   -0.2526    0.0033    0.0865    0.5362 
  -38.0000    6.0000   -7.5000    0.0869    0.0488   -0.0128    3.0826   -1.2467   -0.2569    0.0088    0.0096   -0.0218 
  -38.0000   10.0000   -7.5000    0.0713    0.0391   -0.0148    2.4707   -1.3306   -0.2294    0.0252   -0.0411   -0.6023 
  -38.0000   14.0000   -7.5000    0.0522    0.0304   -0.0168    1.5087   -1.2085   -0.1846    0.0299   -0.0760   -1.0145 
  -38.0000   18.0000   -7.5000    0.0325    0.0239   -0.0192    0.4388   -0.9748   -0.1442    0.0212   -0.1273   -1.1091 
  -38.0000   22.0000   -7.5000    0.0152    0.0198   -0.0218   -0.4300   -0.7757   -0.1208    0.0252   -0.2029   -0.9100 
  -38.0000   26.0000   -7.5000    0.0025    0.0172   -0.0240   -0.9280   -0.6879   -0.1107    0.0584   -0.2702   -0.5770 
  -38.0000   30.0000   -7.5000   -0.0054    0.0152   -0.0252   -1.0744   -0.6925   -0.1027    0.1067   -0.2947   -0.2697 
  -38.0000   34.0000   -7.5000   -0.0093    0.0131   -0.0254   -0.9911   -0.7284   -0.0899    0.1449   -0.2713   -0.0693 
  -38.0000   38.0000   -7.5000   -0.0106    0.0106   -0.0245   -0.8072   -0.7447   -0.0727    0.1597   -0.2188    0.0192 
  -38.0000   42.0000   -7.5000   -0.0103    0.0079   -0.0229   -0.6104   -0.7206   -0.0546    0.1528   -0.1589    0.0294 
  -38.0000   46.0000   -7.5000   -0.0093    0.0052   -0.0209   -0.4425   -0.6600   -0.0386    0.1327   -0.1056   -0.0001 
  -38.0000   50.0000   -7.5000   -0.0081    0.0026   -0.0188   -0.3148   -0.5770   -0.0260    0.1077   -0.0642   -0.0414 
  -34.0000  -50.0000   -7.5000    0.0462    0.0617    0.0060    0.3582    0.9990    0.0199    0.1840    0.1229    0.7738 
  -34.0000  -46.0000   -7.5000    0.0519    0.0663    0.0061    0.4738    1.0570    0.0213    0.2041    0.1481    0.8951 
  -34.0000  -42.0000   -7.5000    0.0583    0.0710    0.0061    0.6182    1.1041    0.0216    0.2237    0.1769    1.0277 
  -34.0000  -38.0000   -7.5000    0.0652    0.0757    0.0059    0.7956    1.1350    0.0200    0.2413    0.2088    1.1694 
  -34.0000  -34.0000   -7.5000    0.0728    0.0803    0.0055    1.0097    1.1440    0.0152    0.2550    0.2427    1.3161 
  -34.0000  -30.0000   -7.5000    0.0808    0.0845    0.0048    1.2631    1.1246    0.0055    0.2623    0.2767    1.4625 
  -34.0000  -26.0000   -7.5000    0.0891    0.0883    0.0037    1.5570    1.0703   -0.0118    0.2603    0.3074    1.6019 
  -34.0000  -22.0000   -7.5000    0.0975    0.0913    0.0023    1.8912    0.9744   -0.0397    0.2457    0.3301    1.7262 
  -34.0000  -18.0000   -7.5000    0.1055    0.0933    0.0004    2.2643    0.8291   -0.0821    0.2157    0.3380    1.8261 
  -34.0000  -14.0000   -7.5000    0.1128    0.0940   -0.0019    2.6745    0.6256   -0.1419    0.1692    0.3228    1.8893 
  -34.0000  -10.0000   -7.5000    0.1187    0.0931   -0.0045    3.1188    0.3518   -0.2195    0.1092    0.2756    1.8973 
  -34.0000   -6.0000   -7.5000    0.1224    0.0901   -0.0074    3.5867   -0.0064   -0.3075    0.0462    0.1901    1.8183 
  -34.0000   -2.0000   -7.5000    0.1228    0.0847   -0.0101    4.0424   -0.4603   -0.3863    0.0004    0.0696    1.5967 
  -34.0000    2.0000   -7.5000    0.1184    0.0763   -0.0123    4.3830   -0.9927   -0.4234   -0.0013   -0.0623    1.1499 
  -34.0000    6.0000   -7.5000    0.1074    0.0650   -0.0138    4.3857   -1.5055   -0.3897    0.0557   -0.1543    0.4134 
  -34.0000   10.0000   -7.5000    0.0888    0.0519   -0.0148    3.7449   -1.7922   -0.2916    0.1360   -0.1532   -0.5184 
  -34.0000   14.0000   -7.5000    0.0637    0.0394   -0.0161    2.3724   -1.6965   -0.1815    0.1560   -0.0890   -1.2765 
  -34.0000   18.0000   -7.5000    0.0369    0.0300   -0.0189    0.7082   -1.3578   -0.1153    0.0974   -0.0937   -1.4862 
  -34.0000   22.0000   -7.5000    0.0140    0.0241   -0.0228   -0.6014   -1.0698   -0.1089    0.0580   -0.2190   -1.1800 
  -34.0000   26.0000   -7.5000   -0.0018    0.0205   -0.0265   -1.2616   -0.9608   -0.1332    0.1002   -0.3590   -0.6817 
  -34.0000   30.0000   -7.5000   -0.0103    0.0175   -0.0287   -1.3703   -0.9776   -0.1477    0.1810   -0.4101   -0.2667 
  -34.0000   34.0000   -7.5000   -0.0135    0.0143   -0.0290   -1.1747   -1.0137   -0.1369    0.2368   -0.3661   -0.0390 
  -34.0000   38.0000   -7.5000   -0.0136    0.0107   -0.0277   -0.8876   -0.9989   -0.1095    0.2452   -0.2756    0.0263 
  -34.0000   42.0000   -7.5000   -0.0123    0.0070   -0.0254   -0.6259   -0.9198   -0.0788    0.2182   -0.1828   -0.0000 
  -34.0000   46.0000   -7.5000   -0.0106    0.0034   -0.0228   -0.4277   -0.7973   -0.0527    0.1759   -0.1084   -0.0580 
  -34.0000   50.0000   -7.5000   -0.0089    0.0002   -0.0201   -0.2911   -0.6588   -0.0333    0.1326   -0.0561   -0.1141 
  -30.0000  -50.0000   -7.5000    0.0465    0.0659    0.0058    0.2930    1.1518    0.0205    0.2049    0.1217    0.7896 
  -30.0000  -46.0000   -7.5000    0.0527    0.0714    0.0059    0.4063    1.2387    0.0212    0.2291    0.1482    0.9286 
  -30.0000  -42.0000   -7.5000    0.0597    0.0772    0.0058    0.5521    1.3176    0.0202    0.2529    0.1787    1.0847 
  -30.0000  -38.0000   -7.5000    0.0675    0.0831    0.0056    0.7364    1.3829    0.0162    0.2746    0.2125    1.2561 
  -30.0000  -34.0000   -7.5000    0.0761    0.0891    0.0050    0.9650    1.4280    0.0071    0.2915    0.2483    1.4395 
  -30.0000  -30.0000   -7.5000    0.0855    0.0949    0.0042    1.2425    1.4464   -0.0099    0.3002    0.2833    1.6300 
  -30.0000  -26.0000   -7.5000    0.0954    0.1004    0.0030    1.5723    1.4317   -0.0388    0.2966    0.3131    1.8218 
  -30.0000  -22.0000   -7.5000    0.1058    0.1053    0.0013    1.9570    1.3778   -0.0850    0.2759    0.3313    2.0086 
  -30.0000  -18.0000   -7.5000    0.1161    0.1094   -0.0009    2.3997    1.2787   -0.1543    0.2337    0.3286    2.1850 
  -30.0000  -14.0000   -7.5000    0.1259    0.1124   -0.0036    2.9075    1.1258   -0.2517    0.1678    0.2937    2.3459 
  -30.0000  -10.0000   -7.5000    0.1348    0.1139   -0.0065    3.4950    0.9028   -0.3758    0.0817    0.2136    2.4824 
  -30.0000   -6.0000   -7.5000    0.1420    0.1134   -0.0095    4.1836    0.5764   -0.5090   -0.0099    0.0777    2.5698 
  -30.0000   -2.0000   -7.5000    0.1462    0.1101   -0.0119    4.9833    0.0863   -0.6039   -0.0743   -0.1130    2.5390 
  -30.0000    2.0000   -7.5000    0.1455    0.1029   -0.0130    5.8246   -0.6429   -0.5800   -0.0571   -0.3256    2.2291 
  -30.0000    6.0000   -7.5000    0.1365    0.0902   -0.0125    6.3913   -1.5888   -0.3704    0.0985   -0.4547    1.3786 
  -30.0000   10.0000   -7.5000    0.1155    0.0725   -0.0106    5.9671   -2.3875   -0.0396    0.3489   -0.3156   -0.1129 
  -30.0000   14.0000   -7.5000    0.0818    0.0535   -0.0097    3.9820   -2.4781    0.2043    0.4190    0.0786   -1.5902 
  -30.0000   18.0000   -7.5000    0.0437    0.0386   -0.0133    1.2426   -2.0021    0.2443    0.1865    0.2297   -2.0696 
  -30.0000   22.0000   -7.5000    0.0121    0.0294   -0.0208   -0.8017   -1.5714    0.1060    0.0220   -0.0786   -1.6049 
  -30.0000   26.0000   -7.5000   -0.0075    0.0237   -0.0284   -1.6752   -1.3992   -0.0878    0.1120   -0.4432   -0.8672 
  -30.0000   30.0000   -7.5000   -0.0163    0.0192   -0.0326   -1.6923   -1.3941   -0.2005    0.2844   -0.5680   -0.3126 
  -30.0000   34.0000   -7.5000   -0.0181    0.0143   -0.0332   -1.3303   -1.3918   -0.2093    0.3762   -0.4852   -0.0646 
  -30.0000   38.0000   -7.5000   -0.0166    0.0092   -0.0312   -0.9220   -1.2986   -0.1648    0.3655   -0.3313   -0.0380 
  -30.0000   42.0000   -7.5000   -0.0140    0.0042   -0.0280   -0.6037   -1.1209   -0.1120    0.2993   -0.1930   -0.1045 
  -30.0000   46.0000   -7.5000   -0.0115   -0.0001   -0.0245   -0.3913   -0.9072   -0.0698    0.2212   -0.0957   -0.1819 
  -30.0000   50.0000   -7.5000   -0.0093   -0.0036   -0.0211   -0.2594   -0.6990   -0.0409    0.1528   -0.0356   -0.2378 
  -26.0000  -50.0000   -7.5000    0.0462    0.0698    0.0054    0.2125    1.3091    0.0203    0.2249    0.1170    0.7856 
  -26.0000  -46.0000   -7.5000    0.0528    0.0763    0.0054    0.3187    1.4303    0.0199    0.2532    0.1441    0.9408 
  -26.0000  -42.0000   -7.5000    0.0604    0.0832    0.0053    0.4608    1.5481    0.0168    0.2811    0.1752    1.1197 
  -26.0000  -38.0000   -7.5000    0.0690    0.0906    0.0050    0.6470    1.6567    0.0090    0.3063    0.2097    1.3217 
  -26.0000  -34.0000   -7.5000    0.0788    0.0981    0.0043    0.8857    1.7492   -0.0067    0.3254    0.2455    1.5442 
  -26.0000  -30.0000   -7.5000    0.0896    0.1058    0.0033    1.1845    1.8192   -0.0347    0.3337    0.2791    1.7829 
  -26.0000  -26.0000   -7.5000    0.1013    0.1134    0.0018    1.5498    1.8619   -0.0812    0.3254    0.3045    2.0328 
  -26.0000  -22.0000   -7.5000    0.1137    0.1207   -0.0002    1.9869    1.8755   -0.1541    0.2938    0.3132    2.2901 
  -26.0000  -18.0000   -7.5000    0.1266    0.1275   -0.0027    2.5034    1.8612   -0.2621    0.2324    0.2935    2.5549 
  -26.0000  -14.0000   -7.5000    0.1396    0.1336   -0.0057    3.1158    1.8210   -0.4102    0.1373    0.2307    2.8339 
  -26.0000  -10.0000   -7.5000    0.1522    0.1388   -0.0087    3.8583    1.7486   -0.5890    0.0118    0.1085    3.1389 
  -26.0000   -6.0000   -7.5000    0.1639    0.1427   -0.0113    4.7925    1.6080   -0.7520   -0.1269   -0.0879    3.4730 
  -26.0000   -2.0000   -7.5000    0.1737    0.1444   -0.0124    5.9996    1.2884   -0.7792   -0.2389   -0.3651    3.7895 
  -26.0000    2.0000   -7.5000    0.1796    0.1416   -0.0108    7.5108    0.5446   -0.4567   -0.2432   -0.6972    3.8861 
  -26.0000    6.0000   -7.5000    0.1768    0.1307   -0.0052    9.0423   -0.9363    0.4017    0.0234   -0.9178    3.2300 
  -26.0000   10.0000   -7.5000    0.1561    0.1081    0.0043    9.3859   -2.8750    1.4778    0.6761   -0.4613    1.1076 
  -26.0000   14.0000   -7.5000    0.1108    0.0782    0.0118    6.7171   -3.7705    1.8852    0.9036    0.9868   -1.7136 
  -26.0000   18.0000   -7.5000    0.0542    0.0523    0.0054    2.1588   -3.3459    1.6762    0.0814    1.5086   -2.8670 
  -26.0000   22.0000   -7.5000    0.0094    0.0352   -0.0127   -1.0681   -2.6058    0.9961   -0.3095    0.4502   -2.3242 
  -26.0000   26.0000   -7.5000   -0.0150    0.0251   -0.0292   -2.1933   -2.1010    0.1722    0.0294   -0.5381   -1.2818 
  -26.0000   30.0000   -7.5000   -0.0232    0.0180   -0.0374   -2.0180   -1.9284   -0.2630    0.4429   -0.7977   -0.5230 
  -26.0000   34.0000   -7.5000   -0.0227    0.0112   -0.0382   -1.4251   -1.8085   -0.3268    0.5901   -0.6197   -0.2421 
  -26.0000   38.0000   -7.5000   -0.0191    0.0045   -0.0350   -0.8979   -1.5704   -0.2462    0.5241   -0.3628   -0.2478 
  -26.0000   42.0000   -7.5000   -0.0152   -0.0015   -0.0304   -0.5517   -1.2490   -0.1541    0.3860   -0.1715   -0.3300 
  -26.0000   46.0000   -7.5000   -0.0121   -0.0062   -0.0258   -0.3499   -0.9265   -0.0878    0.2562   -0.0580   -0.3933 
  -26.0000   50.0000   -7.5000   -0.0097   -0.0097   -0.0217   -0.2366   -0.6509   -0.0469    0.1583    0.0014   -0.4187 
  -22.0000  -50.0000   -7.5000    0.0453    0.0732    0.0048    0.1176    1.4645    0.0192    0.2426    0.1083    0.7569 
  -22.0000  -46.0000   -7.5000    0.0522    0.0807    0.0048    0.2112    1.6249    0.0171    0.2745    0.1348    0.9255 
  -22.0000  -42.0000   -7.5000    0.0603    0.0889    0.0046    0.3431    1.7888    0.0108    0.3059    0.1654    1.1252 
  -22.0000  -38.0000   -7.5000    0.0697    0.0977    0.0041    0.5247    1.9502   -0.0028    0.3336    0.1988    1.3573 
  -22.0000  -34.0000   -7.5000    0.0805    0.1070    0.0033    0.7682    2.1021   -0.0283    0.3529    0.2323    1.6206 
  -22.0000  -30.0000   -7.5000    0.0928    0.1168    0.0020    1.0857    2.2387   -0.0723    0.3576    0.2610    1.9115 
  -22.0000  -26.0000   -7.5000    0.1064    0.1268    0.0002    1.4881    2.3583   -0.1440    0.3397    0.2773    2.2253 
  -22.0000  -22.0000   -7.5000    0.1212    0.1370   -0.0021    1.9849    2.4667   -0.2542    0.2903    0.2704    2.5597 
  -22.0000  -18.0000   -7.5000    0.1370    0.1472   -0.0049    2.5883    2.5802   -0.4127    0.2009    0.2265    2.9201 
  -22.0000  -14.0000   -7.5000    0.1535    0.1574   -0.0079    3.3221    2.7255   -0.6183    0.0667    0.1293    3.3256 
  -22.0000  -10.0000   -7.5000    0.1704    0.1677   -0.0105    4.2362    2.9296   -0.8355   -0.1088   -0.0372    3.8113 
  -22.0000   -6.0000   -7.5000    0.1875    0.1781   -0.0116    5.4194    3.1877   -0.9430   -0.3084   -0.2863    4.4150 
  -22.0000   -2.0000   -7.5000    0.2044    0.1879   -0.0094    6.9918    3.3807   -0.6486   -0.4965   -0.6237    5.1282 
  -22.0000    2.0000   -7.5000    0.2191    0.1947   -0.0012    9.0256    3.1042    0.5790   -0.5824   -1.0086    5.7633 
  -22.0000    6.0000   -7.5000    0.2261    0.1921    0.0166   11.2894    1.5097    3.1978   -0.2010   -1.0873    5.6809 
  -22.0000   10.0000   -7.5000    0.2111    0.1707    0.0481   12.7493   -1.8919    5.7348    1.3116    0.6746    3.7359 
  -22.0000   14.0000   -7.5000    0.1557    0.1295    0.0779   11.1293   -5.5446    5.0673    1.2216    5.3198   -0.0165 
  -22.0000   18.0000   -7.5000    0.0711    0.0784    0.0564    4.2142   -7.5484    5.7954   -1.5666    5.7088   -3.5990 
  -22.0000   22.0000   -7.5000    0.0047    0.0381    0.0047   -1.7008   -5.1132    4.0605   -1.3782    1.5571   -3.9411 
  -22.0000   26.0000   -7.5000   -0.0252    0.0189   -0.0307   -3.0149   -2.9827    0.9731   -0.1261   -0.8027   -2.3290 
  -22.0000   30.0000   -7.5000   -0.0310    0.0093   -0.0443   -2.3618   -2.3314   -0.3750    0.7458   -1.1238   -1.1182 
