>
43.92938        144.2149
43.93744         144.216
43.94438        144.2171
43.95049         144.218
43.95855         144.218
43.96438         144.218
43.97244        144.2191
43.97938        144.2191
43.98438         144.218
43.99132        144.2191
43.99632        144.2191
44.00132        144.2191
>VALUE!                0
43.89744         144.196
 43.9055        144.1971
43.91355        144.1971
43.92133         144.196
43.92633         144.196
>VALUE!                0
43.86634         144.173
 43.8755         144.176
43.88633        144.1791
43.89633        144.1821
43.90744        144.1849
43.91633         144.186
 43.9255         144.186
43.93549        144.1849
43.94355        144.1841
>VALUE!                0
43.94355        144.1841
43.95133        144.1821
43.96049        144.1799
43.97049        144.1791
43.98049        144.1771
43.98938         144.176
43.99549        144.1749
>VALUE!                0
43.41944        144.1041
43.42361         144.108
 43.4275        144.1122
>VALUE!                0
43.57554         144.303
43.57249        144.3091
43.56943         144.313
43.56638         144.318
43.56249        144.3241
43.55749         144.331
43.55249         144.341
>VALUE!                0
43.54943         144.346
43.55749        144.3499
>VALUE!                0
 43.4875        144.3599
43.48555        144.3641
43.48361        144.3671
43.48139        144.3699
43.47944        144.3741
43.47861        144.3771
 43.4775        144.3791
>VALUE!                0
43.21946        144.0791
43.22863        144.0841
43.23946        144.0922
43.24752         144.098
43.25446        144.1011
43.26057        144.1011
>VALUE!                0
43.21363         144.105
43.22141        144.1111
43.22752        144.1161
43.23252        144.1191
>VALUE!                0
44.08741         143.635
 44.1013        143.6391
 44.1163         143.643
44.12741        143.6461
>VALUE!                0
43.80439        143.7122
43.81439         143.725
43.82133        143.7322
43.82744         143.738
43.83355        143.7411
43.83938         143.743
43.84633         143.745
43.85438        143.7461
43.86133        143.7491
43.87049        143.7522
43.87855        143.7541
>VALUE!                0
43.43554           143.6
43.44553         143.598
43.45553        143.5992
43.46637         143.598
43.47748         143.598
>VALUE!                0
42.88755        143.9522
42.89561         143.955
 42.9045         143.958
42.91061        143.9611
>VALUE!                0
43.13139        143.3742
 43.1375         143.375
43.14361         143.375
>VALUE!                0
43.14361         143.375
43.14861        143.3761
43.15639        143.3772
 43.1625        143.3792
43.16861        143.3811
 43.1725        143.3811
 43.1775        143.3831
43.18361        143.3842
43.19139        143.3872
43.20139        143.3892
43.21055          143.39
43.21944        143.3931
43.22555        143.3942
>VALUE!                0
43.17444        143.3511
43.18556        143.3572
 43.1975          143.36
 43.2075         143.365
43.21639        143.3681
43.22638        143.3742
43.23444          143.38
43.24138        143.3861
43.24638          143.39
43.25249        143.3961
43.26055        143.4011
43.26555         143.405
43.27055        143.4081
>VALUE!                0
43.04751        143.2931
43.05751        143.2942
43.06751        143.2973
43.07862        143.2992
43.08862        143.3031
43.10056        143.3073
43.10945        143.3111
 43.1175         143.315
43.12362        143.3181
43.13056          143.32
43.13639        143.3231
 43.1425        143.3261
43.14556        143.3281
>VALUE!                0
42.94141        143.2762
42.94641        143.2773
42.95058        143.2781
>VALUE!                0
42.95058        143.2781
42.95447        143.2792
42.95947        143.2792
42.96558          143.28
>VALUE!                0
42.96558          143.28
42.97141        143.2792
42.97641        143.2792
42.98141        143.2792
42.98557        143.2792
>VALUE!                0
42.98557        143.2792
42.99057        143.2792
42.99557        143.2792
>VALUE!                0
42.87559        143.2123
42.88947         143.215
42.90058         143.215
42.91142        143.2162
42.92141        143.2181
42.92947        143.2192
42.93752          143.22
42.94141        143.2192
>VALUE!                0
42.94141        143.2192
42.94947          143.22
42.95752        143.2212
42.96641          143.22
42.97557        143.2192
42.98252        143.2192
42.99057        143.2192
42.99446        143.2181
>VALUE!                0
42.99446        143.2181
43.00363        143.2181
 43.0114        143.2181
 43.0214        143.2181
43.02862        143.2173
43.03751         143.215
>VALUE!                0
42.77365        143.2142
42.78143        143.2131
42.79254        143.2142
42.80143        143.2151
42.81254        143.2173
42.82254        143.2201
42.83254        143.2242
42.84253        143.2281
42.85059        143.2301
42.85753        143.2331
42.86448         143.235
42.87364        143.2392
42.88447        143.2442
42.89142        143.2481
42.89864        143.2512
42.90447        143.2531
42.90864        143.2542
>VALUE!                0
42.84642        143.2562
42.85142        143.2623
42.85948          143.27
42.86642         143.275
42.87559        143.2842
42.88559          143.29
42.88948        143.2931
>VALUE!                0
42.86559         143.305
42.87364        143.3081
42.88059        143.3123
42.88864        143.3162
42.89253        143.3173
>VALUE!                0
42.79754        143.3292
42.80449        143.3223
 42.8106        143.3142
42.81643          143.31
42.82448        143.3081
42.82948        143.3081
42.83643        143.3081
42.84365        143.3073
42.84948         143.305
42.85365        143.3031
42.85642        143.3031
>VALUE!                0
42.83448        143.3012
42.84143        143.2992
42.84754        143.2973
42.85254        143.2962
42.85948        143.2973
42.86448        143.2973
42.87142        143.2973
42.87753        143.2973
42.88253        143.2981
42.88948        143.2992
42.89364           143.3
42.90059        143.2992
>VALUE!                0
 42.7456        143.2712
42.75255        143.2712
42.75866        143.2692
42.76365        143.2681
42.76865        143.2673
>VALUE!                0
42.71366        143.2623
 42.7206        143.2623
42.72866        143.2612
42.73255        143.2612
>VALUE!                0
42.73255        143.2612
42.73755        143.2601
42.74449        143.2601
42.75254        143.2601
 42.7606        143.2623
42.76754        143.2631
42.77143        143.2642
42.77643        143.2662
>VALUE!                0
42.78254        143.2673
42.78865        143.2681
42.79643        143.2712
42.80254        143.2731
42.80865         143.275
42.81365        143.2773
>VALUE!                0
42.66755        143.2723
42.67644        143.2742
42.68366        143.2762
42.69144        143.2773
>VALUE!                0
42.69144        143.2773
 42.6945        143.2781
42.69866        143.2792
42.70255        143.2801
>VALUE!                0
42.78255        143.4573
42.78949        143.4661
42.79449        143.4731
 42.8006        143.4823
 42.8056        143.4911
42.81144        143.4992
>VALUE!                0
42.62367        143.2673
42.63367        143.2623
42.63867        143.2631
 42.6445        143.2623
42.65061        143.2623
 42.6545        143.2642
42.66061        143.2662
42.66644        143.2681
>VALUE!                0
42.58562        143.2801
42.59256        143.2823
42.59951        143.2851
42.60562        143.2881
42.61145        143.2931
42.61756        143.2962
42.62367        143.2973
42.63061        143.2981
>VALUE!                0
42.56062        143.2692
42.56645        143.2681
42.57368        143.2681
42.57951        143.2692
42.58367        143.2681
>VALUE!                0
42.59145        143.1592
42.59645        143.1631
 42.5995        143.1642
 42.6045        143.1631
 42.6095        143.1631
 42.6145        143.1623
42.61867        143.1631
 42.6245        143.1651
>VALUE!                0
 42.3287        143.2962
42.33454        143.2923
>VALUE!                0
42.33454        143.2923
 42.3387        143.2881
42.34565        143.2831
>VALUE!                0
42.34565        143.2831
42.35148        143.2781
42.35648        143.2742
 42.3637        143.2701
>VALUE!                0
 42.3637        143.2701
42.36648        143.2651
42.37064        143.2623
42.37453        143.2601
>VALUE!                0
 42.3787        143.2551
42.38564        143.2492
42.39064        143.2431
42.39453        143.2392
42.40258        143.2351
42.40564        143.2323
>VALUE!                0
42.40564        143.2323
42.41064        143.2292
42.41647        143.2273
42.42147        143.2251
42.42758        143.2212
>VALUE!                0
42.42758        143.2212
42.43369        143.2181
42.43869        143.2151
42.44369        143.2101
42.44758        143.2051
42.45146        143.2012
42.45452        143.1992
>VALUE!                0
42.45452        143.1992
42.45757        143.1951
42.45952        143.1923
>VALUE!                0
42.45952        143.1923
42.46368        143.1873
42.46868        143.1823
42.47063        143.1773
42.47368        143.1723
42.47868        143.1692
42.48257        143.1673
42.48646        143.1673
>VALUE!                0
42.48646        143.1673
42.48951        143.1651
42.49257        143.1642
>VALUE!                0
42.49257        143.1642
42.49757        143.1642
42.50146        143.1631
>VALUE!                0
42.50146        143.1631
42.50646        143.1612
42.50868        143.1612
>VALUE!                0
42.03762        143.2151
42.04068        143.2223
42.04374        143.2343
42.04457        143.2443
42.04457        143.2501
42.04568        143.2562
>VALUE!                0
42.05456        143.1543
42.05151        143.1612
42.04651        143.1712
42.04262        143.1832
42.03873        143.1932
42.03568        143.2043
42.03151        143.2162
42.02763        143.2273
42.02263        143.2373
42.01957        143.2443
42.01652        143.2532
42.01457        143.2593
>VALUE!                0
44.90229         142.595
44.90617          142.59
44.91117        142.5861
44.91339         142.585
>VALUE!                0
44.81118          142.55
44.80618        142.5542
44.80035          142.56
44.79341        142.5661
44.79035          142.57
>VALUE!                0
44.79035          142.57
44.78841        142.5722
44.78619        142.5761
 44.7823        142.5811
>VALUE!                0
44.89727        142.0611
44.90338        142.0631
44.90838        142.0661
44.91615        142.0692
>VALUE!                0
44.92115        142.0611
44.92615        142.0631
44.93421        142.0672
44.94115          142.07
44.94921        142.0731
44.95532        142.0781
44.96226        142.0811
>VALUE!                0
44.98726        142.0961
44.99531        142.0972
>VALUE!                0
44.99531        142.0972
 44.9992        142.0981
45.00531        142.0992
 45.0092           142.1
 45.0142        142.1011
>VALUE!                0
44.34539        142.3492
44.35345        142.3473
44.36734        142.3461
44.38122        142.3442
44.39539        142.3442
44.40622         142.345
44.42122        142.3442
44.43122        142.3442
44.43844        142.3442
>VALUE!                0
44.15235        142.1562
 44.1593        142.1512
44.16624        142.1462
44.17346        142.1412
44.17929        142.1373
>VALUE!                0
 43.8924          142.77
43.89546          142.78
43.89935        142.7923
 43.9024         142.805
43.90629        142.8172
43.91046        142.8292
43.91435        142.8381
 43.9174        142.8422
>VALUE!                0
43.58133        142.9111
43.58439         142.915
>VALUE!                0
43.58439         142.915
43.59133        142.9173
43.59855        142.9192
43.60855        142.9223
43.61438         142.925
43.61938        142.9273
>VALUE!                0
43.58244          142.91
43.58633        142.9111
43.59133        142.9123
 43.5955        142.9142
 43.6005         142.915
43.60438        142.9173
>VALUE!                0
43.46633        142.6362
43.46939        142.6431
43.47355        142.6523
43.47744        142.6612
43.48133        142.6701
 43.4855        142.6792
43.48939        142.6901
43.49355        142.6992
 43.4955        142.7073
>VALUE!                0
43.37635        142.7981
43.38246        142.8042
43.38746        142.8101
 43.3944        142.8173
43.40246        142.8251
43.40857        142.8301
>VALUE!                0
43.53549        142.5692
43.54132        142.5681
>VALUE!                0
43.54132        142.5681
43.54549        142.5681
43.55049        142.5681
43.55632        142.5673
43.56049        142.5651
43.56549        142.5642
>VALUE!                0
43.47744        142.6331
43.48439        142.6231
 43.4905        142.6123
43.49744        142.6023
43.50633        142.5881
43.51438        142.5762
43.51938        142.5681
>VALUE!                0
43.39633        142.4073
43.40244        142.4093
43.40744        142.4123
>VALUE!                0
43.40744        142.4123
43.41244        142.4151
43.41744        142.4193
>VALUE!                0
 43.3605        142.3651
43.36633        142.3693
43.37133        142.3743
43.37939        142.3793
>VALUE!                0
43.33439        142.4301
43.33856        142.4351
43.34439        142.4423
43.34856        142.4473
43.35356        142.4512
43.36134        142.4562
43.36856        142.4631
43.37634        142.4681
>VALUE!                0
43.33439        142.3623
43.34245        142.3643
>VALUE!                0
43.88432        142.0362
43.89238        142.0323
43.90126        142.0282
43.91126        142.0232
43.91932        142.0201
43.92737        142.0193
43.93432        142.0182
43.94043        142.0182
43.94432        142.0193
>VALUE!                0
43.62852        142.2081
43.63352        142.2012
43.63935        142.1943
43.64546        142.1893
43.65352        142.1812
43.66046        142.1762
43.66629        142.1701
43.67129        142.1662
 43.6774        142.1593
43.68129        142.1523
43.68629        142.1443
43.69129        142.1382
43.69851        142.1293
43.70629        142.1201
>VALUE!                0
43.39355        142.2173
43.40244        142.2143
43.41132        142.2112
43.42549        142.2082
43.43854        142.2073
43.44743        142.2073
43.45132        142.2073
>VALUE!                0
42.72947        142.6962
42.73364        142.6923
>VALUE!                0
42.73364        142.6923
42.73642        142.6893
42.73947        142.6873
42.74253        142.6851
>VALUE!                0
42.74447        142.6801
42.74753        142.6832
42.74947        142.6843
42.75364        142.6823
>VALUE!                0
42.74558        142.6743
42.74753        142.6762
42.75058        142.6762
>VALUE!                0
42.74641        142.6782
42.74753        142.6762
42.74864        142.6723
42.74864        142.6682
>VALUE!                0
42.71142        142.6943
42.71753        142.6923
42.72142        142.6912
>VALUE!                0
42.70642        142.7001
42.70864        142.6943
>VALUE!                0
42.71753        142.6843
42.71642        142.6801
42.71753        142.6762
42.71864        142.6732
>VALUE!                0
42.70447        142.6693
42.70753        142.6693
42.71253        142.6682
42.71753        142.6673
42.72253        142.6651
42.72864        142.6643
42.73447        142.6643
>VALUE!                0
42.71947        142.6701
42.72364        142.6693
>VALUE!                0
42.71364        142.6693
42.71642        142.6723
>VALUE!                0
43.27634        142.3973
43.28246        142.4012
43.29245        142.4062
43.30134        142.4123
 43.3094        142.4173
43.31856        142.4231
43.32551        142.4273
43.33551        142.4331
>VALUE!                0
43.18858        142.3532
43.19246        142.3593
43.19746        142.3673
43.20357        142.3751
43.20857        142.3801
43.21357        142.3843
>VALUE!                0
43.28551        142.3593
 43.2894        142.3593
43.29356        142.3612
>VALUE!                0
43.28634        142.3623
43.29134        142.3643
 43.2944        142.3662
43.29856        142.3682
>VALUE!                0
43.30051        142.3682
43.30356        142.3693
43.30634        142.3693
>VALUE!                0
43.30856        142.3693
43.31134        142.3693
43.31551        142.3701
>VALUE!                0
43.31856        142.3682
43.32245        142.3682
43.32439        142.3682
43.32856        142.3682
43.33245        142.3693
 43.3355        142.3693
>VALUE!                0
43.25746        142.3432
43.26246        142.3462
 43.2694        142.3473
43.27551        142.3493
>VALUE!                0
 43.2194        142.3373
43.22635        142.3382
43.23246        142.3412
43.23635        142.3443
>VALUE!                0
43.19357        142.3443
43.19857        142.3451
43.20357        142.3451
43.20635        142.3432
43.20941        142.3412
>VALUE!                0
43.27245        142.2901
43.27745        142.2951
43.28245        142.3012
43.28856        142.3093
43.29356        142.3173
43.29745        142.3232
43.30051        142.3282
>VALUE!                0
43.19246        142.3493
43.19857        142.3523
43.20441        142.3512
43.20941        142.3493
>VALUE!                0
43.22246        142.3443
43.22857        142.3482
 43.2344        142.3482
>VALUE!                0
 43.2394        142.3451
43.24357        142.3443
43.24746        142.3443
>VALUE!                0
43.25551        142.3493
43.26357        142.3512
43.27134        142.3573
43.27634        142.3623
43.27857        142.3651
43.28245        142.3701
43.28856        142.3751
 43.2944        142.3773
43.30551        142.3782
 43.3144        142.3793
43.32051        142.3801
>VALUE!                0
43.15636        142.3973
43.16247        142.4001
43.17052        142.4023
43.17747        142.4043
43.18247        142.4051
43.18747        142.4051
>VALUE!                0
43.18747        142.4051
43.19247        142.4062
43.19941        142.4043
43.20746        142.4043
>VALUE!                0
43.16552        142.2851
43.17357        142.2851
43.17941        142.2851
43.18746        142.2851
43.19441        142.2851
43.20052        142.2832
43.20635        142.2823
43.21357        142.2793
43.21857        142.2762
43.22357        142.2732
43.23051        142.2701
>VALUE!                0
43.22746        142.2693
43.23246        142.2673
43.23746        142.2662
43.24051        142.2651
43.24634        142.2682
43.25134        142.2673
43.25745        142.2693
43.26551        142.2701
43.26856        142.2701
43.27356        142.2693
43.27745        142.2693
>VALUE!                0
 43.2244        142.3162
43.22635        142.3093
 43.2294        142.2993
43.23246        142.2901
43.23357        142.2851
>VALUE!                0
42.73363        142.3051
 42.7364        142.2993
42.74057        142.2951
42.74446        142.2932
>VALUE!                0
 42.7514        142.2893
42.75862        142.2843
42.76445        142.2782
>VALUE!                0
 43.2094        142.2123
43.21634        142.2132
43.22245        142.2151
43.22745        142.2162
43.23356        142.2173
>VALUE!                0
43.20245        142.1482
 43.2094        142.1482
43.21551        142.1501
43.22245        142.1532
43.22939        142.1562
43.23634        142.1601
>VALUE!                0
 42.2237        142.8882
42.22759        142.8843
42.23148        142.8782
42.23453        142.8732
 42.2387        142.8682
 42.2437        142.8612
42.25147        142.8532
42.25953        142.8451
42.26869        142.8382
42.27647        142.8301
42.28564        142.8223
42.29452        142.8162
42.30147        142.8112
>VALUE!                0
42.54949        142.7462
42.55644        142.7412
42.56255        142.7362
 42.5706        142.7301
42.58143        142.7223
 42.5906        142.7162
42.59865        142.7143
42.60643        142.7132
>VALUE!                0
42.30757        142.6201
42.31063        142.6101
42.31562        142.5974
42.32257        142.5824
42.32868        142.5674
42.33645        142.5551
42.34256        142.5493
42.34645        142.5443
>VALUE!                0
42.46644        142.4793
42.47644        142.4774
42.48644        142.4743
42.49449        142.4712
 42.5006        142.4693
>VALUE!                0
42.34867        142.3493
42.35256        142.3424
42.35645        142.3343
>VALUE!                0
42.37144        142.3102
42.37644        142.3013
42.38144        142.2943
42.38561        142.2863
>VALUE!                0
45.33721        141.8781
45.34415        141.8742
45.35109        141.8681
45.35915        141.8631
45.36609        141.8581
45.37109         141.855
>VALUE!                0
45.37109         141.855
45.37915        141.8522
45.38609          141.85
45.39331        141.8481
>VALUE!                0
45.19334        141.8992
45.20611        141.9042
45.21833        141.9061
45.23111        141.9072
45.24528        141.9072
45.25611        141.9061
45.26111        141.9061
>VALUE!                0
45.26111        141.9061
45.27027        141.9042
45.27916        141.9011
45.29027        141.8972
45.30027        141.8931
45.31027        141.8892
45.31915         141.885
 45.3261        141.8822
 45.3361        141.8772
>VALUE!                0
45.31221        141.8831
45.31832          141.88
45.32332        141.8792
45.32915        141.8772
>VALUE!                0
44.38926        141.8842
44.39926        141.8831
44.40537        141.8823
 44.4112        141.8792
 44.4162        141.8762
44.42037        141.8723
44.42426        141.8662
44.43037        141.8601
44.43731        141.8542
44.44231        141.8492
44.44731        141.8431
44.45342        141.8381
>VALUE!                0
 44.4562        141.8401
44.46231        141.8342
44.46619        141.8312
44.46925        141.8273
44.47341        141.8231
 44.4773        141.8162
44.48341        141.8092
44.48841        141.8042
44.49119        141.7992
44.49841        141.7931
44.50424        141.7881
44.51035        141.7831
44.51535        141.7781
44.51841        141.7731
44.52119        141.7662
>VALUE!                0
44.20622        141.6523
44.21122        141.6543
44.21622        141.6562
44.22233        141.6582
44.22927        141.6593
44.23427        141.6601
44.24038        141.6612
44.24538        141.6643
44.24844        141.6673
44.25038        141.6673
>VALUE!                0
44.12123        141.6732
44.12539        141.6693
44.13039        141.6643
44.13623        141.6601
44.14039        141.6573
44.14539        141.6551
>VALUE!                0
 43.1755        141.7832
 43.1805        141.7902
43.18633        141.7974
43.19133        141.8013
43.19744        141.8052
43.19939        141.8074
>VALUE!                0
43.02635        141.8824
43.03135        141.8852
43.03746        141.8893
43.04246        141.8902
43.04746        141.8943
43.05552        141.9002
43.06635        141.9074
43.07552        141.9113
43.08441        141.9163
>VALUE!                0
 43.0994        141.9232
 43.1094        141.9263
 43.1194        141.9282
43.12746        141.9282
43.13634        141.9293
43.14357        141.9313
43.14857        141.9324
>VALUE!                0
43.07746        141.7732
43.08246        141.7782
43.08746        141.7852
 43.0944        141.7932
43.10051        141.8024
43.10551        141.8082
 43.1094        141.8132
43.11356        141.8152
 43.1194        141.8174
43.12245        141.8202
>VALUE!                0
43.12245        141.8202
43.12551        141.8263
43.12856        141.8313
43.13634        141.8363
>VALUE!                0
43.10745        141.7663
43.11134        141.7724
43.11745        141.7774
43.12245        141.7832
 43.1294        141.7893
43.13356        141.7924
43.13634        141.7963
>VALUE!                0
43.54851        141.6152
43.55351        141.6193
43.55851        141.6232
 43.5624        141.6263
 43.5674        141.6301
43.57129        141.6343
>VALUE!                0
43.54851        141.6193
43.55351        141.6232
 43.5574        141.6263
43.56129        141.6301
43.56629        141.6332
43.57045        141.6382
>VALUE!                0
43.08356        141.5852
43.09051        141.5852
43.09745        141.5852
43.10356        141.5852
>VALUE!                0
 43.2405        141.8313
43.24633        141.8313
43.25438        141.8324
43.26133        141.8363
43.26744        141.8393
43.27049        141.8432
>VALUE!                0
43.27744        141.8524
43.28244        141.8582
43.28938        141.8632
43.29632        141.8674
43.30132        141.8713
43.30855        141.8732
43.31438        141.8774
43.31854        141.8824
43.32354        141.8901
>VALUE!                0
43.17134        141.7743
43.17745        141.7774
43.18856        141.7793
43.19744        141.7824
43.20855        141.7863
>VALUE!                0
43.08745        141.7452
43.09134        141.7493
43.09745        141.7513
43.10245        141.7524
>VALUE!                0
43.10245        141.7524
 43.1094        141.7543
43.11745        141.7563
43.12439        141.7582
43.13245        141.7602
 43.1405        141.7613
 43.1505        141.7643
>VALUE!                0
42.85359        141.7552
42.85943        141.7532
42.86554        141.7502
42.87248        141.7474
42.87859        141.7432
42.88442        141.7402
42.88859        141.7374
42.89637        141.7313
>VALUE!                0
42.89637        141.7313
42.90248        141.7282
42.90942        141.7252
42.91247        141.7243
42.91636        141.7232
>VALUE!                0
42.91636        141.7232
42.91942        141.7213
42.92553        141.7193
>VALUE!                0
42.75361        141.7974
42.76361        141.7924
 42.7736        141.7882
42.78249        141.7843
42.79138        141.7802
42.80055        141.7774
42.80443        141.7763
42.81054        141.7732
42.81943        141.7702
42.82749        141.7693
42.83637        141.7674
42.84443        141.7652
42.85137        141.7624
42.85943        141.7602
>VALUE!                0
42.80443        141.7763
42.80943        141.7774
42.81638        141.7763
42.82554        141.7743
42.83637        141.7732
42.84748        141.7713
>VALUE!                0
42.77138        141.7793
42.77749        141.7763
 42.7836        141.7743
42.79055        141.7724
42.79638        141.7713
 42.8036        141.7693
 42.8086        141.7682
>VALUE!                0
42.66751        141.9324
42.67362        141.9282
42.68056        141.9243
42.68945        141.9202
 42.6975        141.9163
>VALUE!                0
42.63946        141.9624
42.64557        141.9574
42.65362        141.9524
 42.6614        141.9463
42.66862        141.9424
>VALUE!                0
42.60057        141.9863
42.60641        141.9832
42.61446        141.9793
42.62057        141.9763
42.62946        141.9724
 42.6364        141.9693
>VALUE!                0
 42.6314        141.8943
42.63862        141.8902
42.64445        141.8863
42.65251        141.8824
>VALUE!                0
42.65362        141.8232
42.66251        141.8224
42.66945        141.8213
>VALUE!                0
43.06548        140.7733
43.07131        140.7725
43.07854        140.7733
43.08437        140.7744
43.08853        140.7775
>VALUE!                0
43.09131        140.7783
43.09548        140.7825
43.09853        140.7883
43.10131        140.7944
>VALUE!                0
43.10242        140.7975
43.10353        140.8033
43.10437        140.8083
>VALUE!                0
43.09437        140.7975
43.09631        140.8033
43.09742        140.8102
>VALUE!                0
43.27629        140.5875
 43.2824        140.5925
43.28851        140.5975
43.29351        140.6033
>VALUE!                0
43.00048        140.6344
43.00632        140.6283
43.01243        140.6244
43.01937        140.6194
43.02743        140.6133
43.03437        140.6053
43.04242        140.5953
43.04742        140.5875
43.05548        140.5764
43.06242        140.5664
43.07047        140.5533
43.07547        140.5425
43.08131        140.5275
43.08631        140.5125
43.09242        140.5014
43.09741        140.4894
>VALUE!                0
42.77745        140.4053
 42.7855        140.4053
42.79439        140.4045
42.80133        140.4025
 42.8105        140.3975
42.81939        140.3914
42.82855        140.3864
42.83633        140.3825
42.84549        140.3803
42.85549        140.3753
42.86438        140.3695
42.87049        140.3645
>VALUE!                0
42.70551        140.3453
 42.7144        140.3364
42.72634        140.3264
42.73856        140.3203
42.75134        140.3164
 42.7655        140.3145
42.77633        140.3125
42.79133        140.3114
>VALUE!                0
 42.6644        140.3384
42.67246        140.3395
 42.6794        140.3384
 42.6844        140.3375
>VALUE!                0
 42.6644        140.3284
42.67135        140.3275
 42.6794        140.3264
>VALUE!                0
 42.6794        140.3264
42.68857        140.3253
