> break
-120.200871555766    40.2943139806517 
-120.200838556043    40.2943379808587 
> break
-120.200876555996    40.2943269812509 
-120.200833555813    40.2943569808352 
> break
-120.200910558463    40.2944159799576 
-120.200894558625    40.2944629803255 
-120.200877558741    40.2944929799098 
-120.200877558741    40.2945269796784 
-120.200871559363    40.2945669797236 
-120.200863558995    40.2945779793313 
> break
-120.200831558419    40.2945509798854 
-120.200818557819    40.2945679797697 
-120.200816557727    40.2945839796079 
-120.200816558627    40.2945919799767 
-120.200804558073    40.2945989802994 
-120.200784558051    40.2946059797227 
-120.200760556944    40.2946229805063 
-120.200745557152    40.2946419804829 
-120.200733556599    40.2946459806673 
-120.200714556623    40.2946489808056 
-120.200690555516    40.2946599804133 
-120.20067155554    40.2946719809665 
> break
-120.200706556254    40.2946359802063 
-120.200661555079    40.2946709809204 
-120.200633554688    40.2946969812195 
-120.200612554619    40.2947109809656 
-120.200597553927    40.2947179812883 
> break
-120.200690556416    40.2946769802977 
-120.200633555587    40.2947139811039 
> break
-120.200625555218    40.2947229806194 
-120.200601555011    40.294728980896 
-120.200578553951    40.294728980896 
-120.20056055402    40.2947359812187 
-120.200534552822    40.2947459816796 
-120.200511552661    40.2947599814257 
-120.200497552915    40.2947689818405 
> break
-120.200540553998    40.2947729811256 
-120.200515552845    40.2947849816788 
-120.200493552731    40.2947969813326 
-120.200478552938    40.2948069817936 
> break
-120.200468552478    40.2948029816092 
-120.200443552224    40.2948169822545 
> break
-120.200429551579    40.2948029825085 
-120.20041655098    40.2948269818162 
> break
-120.200471552616    40.2948169813552 
-120.200412551695    40.294862981677 
-120.200384551303    40.2948799824607 
-120.200369550612    40.2948989824372 
-120.200353550774    40.2949259818831 
-120.200343551212    40.2949419817214 
-120.200316550867    40.2949609825972 
-120.200303550268    40.2949779824815 
> break
-120.200468553377    40.2948639817231 
-120.200411551649    40.294876981423 
> break
-120.200455552778    40.2948799815613 
-120.200388551488    40.2948959822989 
> break
-120.200463553146    40.2948969814457 
-120.200433552663    40.2949099811456 
-120.200409552456    40.2949199816065 
> break
-120.200402552133    40.2949079819527 
-120.200357550958    40.2949319821597 
> break
-120.200353550774    40.2949239817909 
-120.20031855006    40.2949379824363 
> break
-120.200406552318    40.2949309812143 
-120.200371551603    40.2949459819058 
-120.200354551719    40.2949549823206 
-120.200332550705    40.2949599816517 
> break
-120.200319551005    40.2949779824815 
-120.200309550544    40.294999981697 
-120.200296550844    40.295023981904 
> break
-120.200316550867    40.2949779824815 
-120.200286550383    40.2949929822736 
> break
-120.200285550337    40.2950109822041 
-120.200273550683    40.2950369825032 
-120.20026155013    40.2950439819266 
-120.200246549439    40.2950449819727 
-120.200238549969    40.2950519822954 
-120.200235549831    40.2950639819492 
-120.200217549001    40.2950679821336 
-120.200196548932    40.2950799826867 
-120.200174548818    40.2950949824789 
-120.200156547988    40.2951089831242 
> break
-120.200269550499    40.2950249819501 
-120.200239549116    40.2950299821806 
-120.200224549324    40.2950419827337 
-120.200204548402    40.2950459829181 
> break
-120.200260550084    40.2950609818109 
-120.200229549554    40.2950939824328 
-120.200216549854    40.2951019819022 
-120.200204549301    40.2951069821327 
> break
-120.200169548587    40.2951139824554 
-120.200119548081    40.2951349825241 
-120.200088547551    40.2951529833538 
-120.200049546653    40.2951709832843 
-120.200026545593    40.2951829838374 
> break
-120.200079547136    40.2951359834695 
-120.200045546469    40.2951579835843 
-120.200010545754    40.2951859839757 
-120.200003545432    40.2951959835373 
> break
-120.200089547597    40.2951739834226 
-120.200020546215    40.2951979836295 
> break
-120.199994545017    40.2951899841601 
-120.199916544119    40.2952689842044 
> break
-120.200088547551    40.2951969826841 
-120.200054546883    40.295219982845 
> break
-120.200058547068    40.2951979827302 
-120.200025546446    40.295229983306 
> break
-120.200010545754    40.2952019838139 
-120.19996254534    40.2952449839974 
-120.199929544719    40.2952819839044 
-120.199895544051    40.2953179837652 
-120.199879544212    40.2953389838339 
-120.199872544789    40.2953559837182 
-120.19985954419    40.295363984087 
> break
-120.200030546676    40.2952089832373 
-120.200006546469    40.2952319833982 
> break
-120.199867543659    40.2953119843879 
-120.199849543729    40.2953549845714 
-120.199844543498    40.2953679842714 
-120.199826543568    40.2953889843401 
> break
-120.20007054942    40.2953639822883 
-120.200038548844    40.2954069815725 
> break
-120.200046549213    40.2954249815029 
-120.200025549144    40.2954679816864 
-120.200005550021    40.2955139820083 
> break
-120.199764543408    40.2954889844531 
-120.199739543155    40.2955459843827 
> break
-120.199707542579    40.2955279844522 
-120.199680542234    40.2955849843818 
> break
-120.199739543155    40.2955319837373 
-120.199702542349    40.2955659844053 
-120.199684542418    40.2956049844044 
-120.199658543018    40.2956469836425 
-120.199632542719    40.2956809843105 
-120.199596541959    40.2957209843557 
-120.19957554189    40.2957589843087 
> break
-120.199680542234    40.2955469844288 
-120.199657542073    40.2955949848428 
> break
-120.199651541796    40.2955609850741 
-120.199636541105    40.2955909846584 
> break
-120.199948549192    40.2955939811994 
-120.199923548939    40.2956389814751 
-120.199918548708    40.2956499819821 
> break
-120.199694543778    40.2956409833659 
-120.199635542857    40.2956929839643 
> break
-120.199911549285    40.2956469818438 
-120.199908549146    40.2956659818204 
-120.199890549216    40.2956889819812 
-120.199866549009    40.295737981542 
> break
-120.199919549654    40.2956729812437 
-120.199918549607    40.295702980828 
> break
-120.199805547097    40.2956769823275 
-120.199715545646    40.2957399825335 
> break
-120.199665543341    40.2956849835955 
-120.199604542328    40.2957449836633 
> break
-120.199560541199    40.2957059845635 
-120.199455539057    40.2957639854385 
> break
-120.199901549723    40.2957069810124 
-120.199911550184    40.2957229808506 
-120.199910550138    40.2957579806653 
-120.199906550853    40.2957859810567 
-120.199901550622    40.2958049810332 
> break
-120.199899549631    40.2957239808967 
-120.199893550254    40.2957539813802 
-120.199885549885    40.2957819808723 
> break
-120.199888549124    40.2957289811272 
-120.19987154924    40.2957709812646 
> break
-120.199639543042    40.2957329840095 
-120.19959354272    40.2957689838703 
> break
-120.199688544401    40.2957489829484 
-120.199638543895    40.2957879829476 
-120.199623544103    40.2958139832467 
-120.199595543711    40.295840983592 
> break
-120.199628543434    40.2957559832711 
-120.199594542766    40.2957899839391 
> break
-120.199483540347    40.2957839845618 
-120.199414538965    40.2958259855985 
> break
-120.199610543504    40.2957869838008 
-120.19958054302    40.2958079838695 
> break
-120.199887549977    40.2957899812411 
-120.199872550185    40.2958199808253 
-120.199855550301    40.2958419809402 
-120.199840550509    40.2958899804548 
-120.19981955044    40.2959199809384 
-120.199814550209    40.2959419810532 
> break
-120.199617543826    40.2957909830859 
-120.199595542812    40.2958159833389 
> break
-120.199468539656    40.2957999852993 
-120.199417539104    40.2958489848601 
> break
-120.199645544218    40.2958129832006 
-120.199586544196    40.2958989826683 
> break
-120.19944154021    40.2958499849062 
-120.199426539518    40.2958819845827 
-120.199388539565    40.2959199845357 
> break
-120.199394538943    40.2958939851358 
-120.199363538413    40.295909984974 
> break
-120.199594544565    40.2958969834755 
-120.199558543805    40.2959369835207 
> break
-120.199589544334    40.2959169825987 
-120.199562543989    40.2959559825979 
> break
-120.199373538874    40.295919985435 
-120.199334537976    40.2959349852271 
> break
-120.199368538644    40.2959289849505 
-120.199341538298    40.2959569853419 
-120.199318538137    40.2959799855028 
-120.199288537654    40.2960059849027 
-120.199288538553    40.2960199855481 
> break
-120.199587544242    40.2959459830362 
-120.199560544796    40.2959839829892 
> break
-120.199622545855    40.2959489822752 
-120.199596545556    40.2959759826205 
-120.199569545211    40.2960019829197 
-120.199552544427    40.2960209828962 
> break
-120.199372539727    40.2959539852037 
-120.199345539382    40.2959749852723 
> break
-120.199594544565    40.2959559825979 
-120.199576544634    40.2959839829892 
> break
-120.199532543505    40.2959589836355 
-120.199480542907    40.2959949834963 
> break
-120.199357539036    40.2959829847418 
-120.199328538598    40.2960019847183 
> break
-120.199513543529    40.2959879831736 
-120.199484543091    40.2960249830805 
> break
-120.199591545326    40.2959899823665 
-120.199567545119    40.2960319825039 
> break
-120.199520543852    40.2960019829197 
